chr	windowStart	windowEnd	D	f_d	f_dM	d_f
NC_031965.2	4265799	4304360	-0.144412	-0.291164	-0.121702	-0.105345
NC_031965.2	4273206	4304858	-0.069719	-0.127937	-0.055095	-0.066006
NC_031965.2	4303663	4309459	0.022870	0.047027	0.023602	-0.010988
NC_031965.2	4304177	4324478	-0.049839	-0.057576	-0.036731	-0.045565
NC_031965.2	4304375	4326548	-0.088354	-0.087009	-0.057494	-0.048443
NC_031965.2	4304865	4341520	-0.227551	-0.214866	-0.145641	-0.128496
NC_031965.2	4319402	4346861	-0.185710	-0.170882	-0.119283	-0.102880
NC_031965.2	4324479	4373312	-0.260812	-0.282285	-0.168708	-0.143071
NC_031965.2	4326561	4431928	-0.275126	-0.258212	-0.154561	-0.169741
NC_031965.2	4341532	4442262	-0.264079	-0.201942	-0.126239	-0.152327
NC_031965.2	4346920	4477206	-0.226329	-0.156687	-0.097626	-0.134612
NC_031965.2	4381231	4487213	-0.173239	-0.147949	-0.093885	-0.102483
NC_031965.2	4435036	4510501	-0.089483	-0.078153	-0.052087	-0.052364
NC_031965.2	4442289	4561942	-0.214681	-0.192356	-0.115131	-0.136912
NC_031965.2	4482867	4653114	-0.391461	-0.242692	-0.153942	-0.268586
NC_031965.2	4487220	4712391	-0.502929	-0.249771	-0.159083	-0.379943
NC_031965.2	4510537	4745333	-0.579738	-0.283689	-0.183269	-0.428790
NC_031965.2	4561948	4782433	-0.491546	-0.248667	-0.157606	-0.365007
NC_031965.2	4653167	4823889	-0.488429	-0.372656	-0.209033	-0.372798
NC_031965.2	4712667	4855245	-0.458886	-0.422825	-0.225550	-0.341269
NC_031965.2	4745499	4891607	-0.514206	-0.399612	-0.222985	-0.375833
NC_031965.2	4791273	4902232	-0.391259	-0.291323	-0.178193	-0.279613
NC_031965.2	4834223	4902899	-0.131119	-0.106252	-0.068707	-0.066921
NC_031965.2	4861601	4908214	0.069446	0.051772	0.036593	0.057638
NC_031965.2	4891616	4908379	0.191417	0.218851	0.141233	0.126381
NC_031965.2	4902317	4949614	-0.017280	-0.022923	-0.013496	0.009293
NC_031965.2	4902959	5002557	-0.365598	-0.357452	-0.206352	-0.227720
NC_031965.2	4908215	5004841	-0.472676	-0.507786	-0.271629	-0.319172
NC_031965.2	4911020	5043511	-0.530689	-0.503538	-0.277724	-0.389235
NC_031965.2	4952000	5067060	-0.506162	-0.417073	-0.222961	-0.406729
NC_031965.2	5003254	5164901	-0.487700	-0.345632	-0.176424	-0.414076
NC_031965.2	5012646	5201590	-0.598916	-0.325542	-0.182407	-0.536500
NC_031965.2	5046968	5208374	-0.536773	-0.316669	-0.178496	-0.427951
NC_031965.2	5067065	5235734	-0.687592	-0.430372	-0.252291	-0.572404
NC_031965.2	5177682	5278433	-0.628869	-0.328073	-0.219106	-0.508917
NC_031965.2	5201597	5292335	-0.671272	-0.405278	-0.260115	-0.559477
NC_031965.2	5209190	5313610	-0.468202	-0.256463	-0.168412	-0.389472
NC_031965.2	5235752	5325439	-0.184346	-0.106934	-0.055020	-0.131704
NC_031965.2	5278500	5326492	-0.096573	-0.083582	-0.034939	-0.063948
NC_031965.2	5296878	5382431	-0.031552	-0.024832	-0.010759	-0.019517
NC_031965.2	5313712	5469740	-0.406358	-0.217688	-0.109892	-0.305261
NC_031965.2	5325450	5473763	-0.533601	-0.281654	-0.185178	-0.395791
NC_031965.2	5326494	5475586	-0.487100	-0.300275	-0.196503	-0.342893
NC_031965.2	5382454	5488733	-0.381819	-0.243683	-0.175362	-0.250162
NC_031965.2	5469742	5515117	-0.239244	-0.331042	-0.220952	-0.141045
NC_031965.2	5473770	5561148	-0.302251	-0.182447	-0.130630	-0.190595
NC_031965.2	5475616	5598637	-0.389456	-0.200731	-0.128440	-0.265412
NC_031965.2	5490393	5601373	-0.365653	-0.226566	-0.135136	-0.253689
NC_031965.2	5520662	5641307	-0.346622	-0.157171	-0.099605	-0.246641
NC_031965.2	5562425	5724400	-0.502056	-0.320992	-0.185829	-0.359574
NC_031965.2	5598845	5823560	-0.605193	-0.227523	-0.142563	-0.466605
NC_031965.2	5601374	5836791	-0.754702	-0.315574	-0.186359	-0.637129
NC_031965.2	5641312	5838040	-0.699893	-0.368447	-0.208397	-0.546906
NC_031965.2	5724409	5860423	-0.700276	-0.306756	-0.185236	-0.545948
NC_031965.2	5824765	5910957	-0.653892	-0.560882	-0.301216	-0.515423
NC_031965.2	5836818	5917913	-0.460059	-0.383462	-0.234422	-0.324205
NC_031965.2	5838042	5920497	-0.399375	-0.359378	-0.217222	-0.270651
NC_031965.2	5860426	5921195	-0.299454	-0.502832	-0.242424	-0.186981
NC_031965.2	5911784	5960058	-0.241012	-0.282378	-0.182241	-0.132136
NC_031965.2	5917937	5974558	-0.393084	-0.349591	-0.219353	-0.230633
NC_031965.2	5920560	6016338	-0.646325	-0.410311	-0.262290	-0.462910
NC_031965.2	5921207	6045824	-0.799481	-0.459231	-0.292486	-0.662915
NC_031965.2	5960073	6062516	-0.824042	-0.628286	-0.347378	-0.738042
NC_031965.2	5975318	6095046	-0.877424	-0.595178	-0.340894	-0.834090
NC_031965.2	6017554	6133576	-0.899317	-0.665759	-0.366053	-0.876508
NC_031965.2	6046427	6153272	-0.791896	-0.529938	-0.306187	-0.725816
NC_031965.2	6067909	6196052	-0.674724	-0.378337	-0.241375	-0.589482
NC_031965.2	6097289	6246031	-0.483268	-0.251473	-0.162109	-0.404661
NC_031965.2	6133601	6267144	-0.106175	-0.046172	-0.031667	-0.082146
NC_031965.2	6155264	6275914	0.168209	0.079536	0.052839	0.130161
NC_031965.2	6196896	6332296	0.722784	0.355175	0.202821	0.635234
NC_031965.2	6249401	6382123	0.857831	0.476231	0.287760	0.786205
NC_031965.2	6267158	6438318	0.823216	0.373273	0.228204	0.755080
NC_031965.2	6277578	6483191	0.720490	0.287730	0.175759	0.689953
NC_031965.2	6332976	6504160	0.578511	0.192986	0.130922	0.492883
NC_031965.2	6386811	6504614	0.056462	0.019103	0.012304	0.037428
NC_031965.2	6438359	6504941	-0.043492	-0.033432	-0.021056	-0.024116
NC_031965.2	6487417	6517867	0.049207	0.059454	0.038855	0.036585
NC_031965.2	6504166	6526849	-0.025443	-0.046539	-0.029457	-0.008851
NC_031965.2	6504637	6538471	0.052055	0.072752	0.049488	0.032905
NC_031965.2	6504947	6555248	0.307095	0.225137	0.173254	0.215023
NC_031965.2	6517868	6563861	0.144972	0.124857	0.093305	0.099464
NC_031965.2	6526855	6573810	0.134032	0.111894	0.075266	0.092693
NC_031965.2	6538567	6668376	0.295242	0.208096	0.131253	0.223647
NC_031965.2	6556951	6753284	0.136230	0.135125	0.075226	0.109636
NC_031965.2	6563867	6809717	0.010139	0.008378	0.004591	0.028762
NC_031965.2	6603339	6851662	-0.079957	-0.052034	-0.032815	-0.045868
NC_031965.2	6670556	6950645	-0.402925	-0.148935	-0.111987	-0.317299
NC_031965.2	6755251	6993685	-0.505621	-0.194995	-0.137268	-0.401502
NC_031965.2	6811948	7049287	-0.554944	-0.227237	-0.149874	-0.451684
NC_031965.2	6851687	7131370	-0.562087	-0.232613	-0.147757	-0.469821
NC_031965.2	6950669	7178334	-0.526518	-0.388673	-0.189675	-0.448826
NC_031965.2	6993775	7254752	-0.596413	-0.338486	-0.182934	-0.545468
NC_031965.2	7052397	7311820	-0.574052	-0.319975	-0.193061	-0.502710
NC_031965.2	7132594	7383878	-0.680863	-0.365607	-0.230890	-0.606054
NC_031965.2	7179929	7406541	-0.779222	-0.415766	-0.259979	-0.692507
NC_031965.2	7260730	7415718	-0.761576	-0.434097	-0.279163	-0.677610
NC_031965.2	7311822	7425224	-0.741077	-0.422029	-0.270255	-0.685576
NC_031965.2	7383883	7442767	-0.621834	-0.559624	-0.303212	-0.541622
NC_031965.2	7406544	7495010	-0.612025	-0.453152	-0.261199	-0.551569
NC_031965.2	7415733	7509017	-0.639231	-0.530944	-0.284364	-0.562920
NC_031965.2	7425538	7539693	-0.746875	-0.603540	-0.314913	-0.667039
NC_031965.2	7443098	7593411	-0.868751	-0.406217	-0.258023	-0.824499
NC_031965.2	7495074	7660535	-0.803182	-0.321708	-0.208372	-0.737896
NC_031965.2	7509025	7723930	-0.765776	-0.273558	-0.182255	-0.660092
NC_031965.2	7543785	7747879	-0.684944	-0.239207	-0.163942	-0.546316
NC_031965.2	7593660	7776840	-0.595331	-0.283434	-0.179200	-0.475151
NC_031965.2	7660536	7779852	-0.539515	-0.382501	-0.229283	-0.387330
NC_031965.2	7723937	7780766	-0.348112	-0.298157	-0.188004	-0.167540
NC_031965.2	7750017	7781452	-0.083082	-0.073189	-0.050264	0.006426
NC_031965.2	7776869	7782841	0.095626	0.263912	0.179840	0.076021
NC_031965.2	7780212	7784080	0.033721	0.046691	0.037308	0.048691
NC_031965.2	7780774	7884898	-0.121397	-0.123743	-0.085412	-0.051288
NC_031965.2	7782091	7986696	-0.439855	-0.260108	-0.183508	-0.287577
NC_031965.2	7782861	8005040	-0.507881	-0.271416	-0.182959	-0.361501
NC_031965.2	7784184	8057991	-0.674742	-0.292409	-0.195284	-0.578179
NC_031965.2	7893738	8101864	-0.755865	-0.316698	-0.215756	-0.666449
NC_031965.2	7986767	8123953	-0.506162	-0.256857	-0.168347	-0.421431
NC_031965.2	8005813	8134027	-0.568046	-0.264750	-0.182321	-0.466077
NC_031965.2	8058002	8205311	-0.479029	-0.221919	-0.156486	-0.360963
NC_031965.2	8101880	8219431	-0.444454	-0.227907	-0.154472	-0.339888
NC_031965.2	8124446	8260492	-0.600136	-0.394132	-0.243545	-0.485632
NC_031965.2	8134037	8283166	-0.601557	-0.383202	-0.238069	-0.518924
NC_031965.2	8205503	8302752	-0.535227	-0.489411	-0.273818	-0.461470
NC_031965.2	8219445	8339463	-0.344901	-0.299296	-0.176511	-0.234478
NC_031965.2	8263331	8410340	-0.426498	-0.293236	-0.170901	-0.285552
NC_031965.2	8283182	8433889	-0.413056	-0.344558	-0.184416	-0.255846
NC_031965.2	8305793	8471330	-0.479974	-0.385233	-0.210099	-0.302987
NC_031965.2	8351347	8506709	-0.767888	-0.626237	-0.317925	-0.552479
NC_031965.2	8410376	8578074	-0.717183	-0.642105	-0.339612	-0.507848
NC_031965.2	8433894	8636433	-0.819897	-0.602745	-0.332107	-0.671601
NC_031965.2	8477310	8677189	-0.858261	-0.710049	-0.345543	-0.758563
NC_031965.2	8506732	8710220	-0.796800	-0.579636	-0.297495	-0.671475
NC_031965.2	8578078	8755683	-0.724984	-0.492251	-0.262089	-0.585903
NC_031965.2	8650313	8812412	-0.563938	-0.426564	-0.227585	-0.400528
NC_031965.2	8677191	8828625	-0.361509	-0.252352	-0.155557	-0.230962
NC_031965.2	8710222	8833755	-0.241221	-0.230677	-0.140306	-0.146115
NC_031965.2	8755693	8853418	-0.165902	-0.293723	-0.152897	-0.096936
NC_031965.2	8812413	8863621	-0.012059	-0.021808	-0.012647	-0.004355
NC_031965.2	8832442	8864307	0.003797	0.012437	0.006422	0.003613
NC_031965.2	8833769	8876824	-0.041810	-0.098173	-0.053446	-0.015077
NC_031965.2	8853419	8939508	0.042554	0.055841	0.040078	0.029095
NC_031965.2	8863630	8950174	0.120724	0.139013	0.093145	0.076910
NC_031965.2	8864322	8966184	0.185057	0.146469	0.105532	0.125953
NC_031965.2	8876828	8966457	0.230673	0.241166	0.185443	0.125900
NC_031965.2	8939617	8972642	0.209511	0.307361	0.231002	0.109982
NC_031965.2	8950598	9046878	0.158811	0.103653	0.081481	0.081518
NC_031965.2	8966185	9048818	0.113077	0.070343	0.054859	0.053052
NC_031965.2	8966476	9049206	0.144099	0.070321	0.054337	0.082339
NC_031965.2	8973416	9081460	0.103051	0.041008	0.032553	0.060439
NC_031965.2	9046882	9158069	-0.028167	-0.017185	-0.013070	-0.016908
NC_031965.2	9048822	9201235	-0.005138	-0.002031	-0.001417	-0.001561
NC_031965.2	9049216	9238889	0.055343	0.016322	0.011801	0.038269
NC_031965.2	9083043	9260161	0.245931	0.071024	0.047529	0.209211
NC_031965.2	9162027	9300889	0.339202	0.072992	0.051842	0.298433
NC_031965.2	9201489	9383398	0.313072	0.057763	0.042710	0.281268
NC_031965.2	9239408	9426809	0.270393	0.052685	0.039408	0.246507
NC_031965.2	9261208	9491478	-0.374968	-0.089273	-0.067187	-0.342056
NC_031965.2	9300907	9550249	-0.395066	-0.096370	-0.069207	-0.355866
NC_031965.2	9385009	9609078	-0.338936	-0.119485	-0.081418	-0.281547
NC_031965.2	9426818	9651022	-0.445573	-0.142335	-0.094439	-0.377604
NC_031965.2	9492044	9710159	-0.241524	-0.064579	-0.040534	-0.194165
NC_031965.2	9550313	9756767	-0.237433	-0.058089	-0.036723	-0.196791
NC_031965.2	9609210	9784510	0.035403	0.010046	0.006644	0.027059
NC_031965.2	9651023	9787474	0.127815	0.050160	0.032647	0.093218
NC_031965.2	9710161	9854697	0.295468	0.098772	0.071425	0.220090
NC_031965.2	9756977	9935184	0.388390	0.130941	0.100680	0.249058
NC_031965.2	9784525	10010310	0.260361	0.063757	0.047617	0.162585
NC_031965.2	9794483	10061603	0.222622	0.042452	0.031793	0.140099
NC_031965.2	9854716	10097179	0.135821	0.029066	0.021249	0.087924
NC_031965.2	9935189	10122633	0.536491	0.210254	0.146170	0.476844
NC_031965.2	10010314	10195304	0.431596	0.165468	0.112593	0.404330
NC_031965.2	10061736	10239678	0.412984	0.161415	0.109250	0.374725
NC_031965.2	10100915	10291447	0.337814	0.128176	0.079791	0.300867
NC_031965.2	10125062	10331213	-0.101130	-0.024271	-0.015458	-0.083587
NC_031965.2	10195998	10367014	-0.366229	-0.081308	-0.052864	-0.278942
NC_031965.2	10242568	10400978	-0.134012	-0.027196	-0.018865	-0.120411
NC_031965.2	10291449	10401183	0.040584	0.009491	0.007523	0.033114
NC_031965.2	10332495	10457183	0.076185	0.008230	0.007422	0.061990
NC_031965.2	10367050	10481395	0.227049	0.026955	0.024290	0.183001
NC_031965.2	10401003	10508087	-0.129494	-0.019453	-0.016973	-0.103838
NC_031965.2	10401184	10535482	-0.428010	-0.076903	-0.063906	-0.387846
NC_031965.2	10462171	10583777	-0.508040	-0.177997	-0.125325	-0.448296
NC_031965.2	10483275	10608698	-0.597681	-0.226042	-0.151346	-0.516355
NC_031965.2	10509673	10640268	-0.584240	-0.223416	-0.149518	-0.465951
NC_031965.2	10536038	10713828	-0.271384	-0.109184	-0.071310	-0.200613
NC_031965.2	10583783	10743009	0.594657	0.341654	0.247358	0.527131
NC_031965.2	10611270	10763982	0.690847	0.427031	0.309386	0.619128
NC_031965.2	10642126	10809238	0.336882	0.221193	0.143793	0.328183
NC_031965.2	10714580	10814827	0.366281	0.276694	0.176019	0.351380
NC_031965.2	10747322	10817805	-0.191968	-0.183337	-0.098659	-0.110690
NC_031965.2	10765657	10852175	-0.472822	-0.372577	-0.212719	-0.290579
NC_031965.2	10809255	10897142	0.137608	0.062081	0.042425	0.069432
NC_031965.2	10815030	10925118	-0.268313	-0.126394	-0.081035	-0.190232
NC_031965.2	10817820	10960075	-0.564378	-0.215148	-0.143180	-0.497458
NC_031965.2	10857859	11006466	-0.590666	-0.196165	-0.130523	-0.586819
NC_031965.2	10900804	11068174	-0.775628	-0.228940	-0.153466	-0.674252
NC_031965.2	10925137	11116268	-0.543717	-0.146574	-0.099402	-0.442866
NC_031965.2	10962365	11172162	-0.017543	-0.004390	-0.002643	0.025514
NC_031965.2	11021825	11228339	0.015985	0.004533	0.002711	0.047566
NC_031965.2	11068232	11304339	-0.074688	-0.021773	-0.012549	-0.066496
NC_031965.2	11116833	11388347	-0.071551	-0.015404	-0.009795	-0.064509
NC_031965.2	11174176	11405622	-0.251026	-0.098201	-0.064085	-0.245640
NC_031965.2	11236606	11417930	-0.619476	-0.403395	-0.233290	-0.611701
NC_031965.2	11304344	11427782	-0.673689	-0.682368	-0.354912	-0.625199
NC_031965.2	11388349	11458154	-0.449029	-0.552686	-0.250347	-0.417086
NC_031965.2	11405644	11485635	-0.486689	-0.588208	-0.254941	-0.439504
NC_031965.2	11418075	11495590	0.033381	0.034209	0.016146	0.031764
NC_031965.2	11428635	11548765	0.435360	0.293844	0.150794	0.395640
NC_031965.2	11460001	11608638	0.104573	0.035345	0.023476	0.086369
