chr	windowStart	windowEnd	D	f_d	f_dM	d_f
NC_031965.2	2825042	3060369	-0.186693	-0.052835	-0.030103	-0.117773
NC_031965.2	2860718	3120105	-0.401008	-0.100053	-0.056523	-0.279909
NC_031965.2	2978541	3185605	-0.508963	-0.151905	-0.085305	-0.363273
NC_031965.2	3014209	3292280	-0.470913	-0.145345	-0.078188	-0.335770
NC_031965.2	3063268	3294163	-0.483270	-0.165013	-0.082214	-0.303737
NC_031965.2	3121711	3342773	-0.366461	-0.137168	-0.071555	-0.226540
NC_031965.2	3185679	3382094	-0.381225	-0.132845	-0.073768	-0.204798
NC_031965.2	3292410	3422708	-0.276837	-0.072999	-0.048670	-0.140471
NC_031965.2	3294288	3496386	-0.362673	-0.107530	-0.069053	-0.227551
NC_031965.2	3343146	3504063	-0.225023	-0.093537	-0.060986	-0.137936
NC_031965.2	3382095	3504669	-0.028366	-0.019126	-0.012532	0.003950
NC_031965.2	3428674	3505394	-0.007177	-0.007688	-0.004518	0.017963
NC_031965.2	3496395	3566795	0.120223	0.093697	0.057538	0.094090
NC_031965.2	3504070	3701192	0.109101	0.076303	0.043850	0.086554
NC_031965.2	3504675	3727700	-0.066597	-0.051001	-0.026455	-0.020783
NC_031965.2	3513116	3727933	-0.152537	-0.128616	-0.066791	-0.079228
NC_031965.2	3568637	3728848	-0.158305	-0.224296	-0.114275	-0.093678
NC_031965.2	3701213	3734036	-0.137611	-0.185812	-0.104837	-0.084694
NC_031965.2	3727701	3742572	-0.108270	-0.146317	-0.093876	-0.065249
NC_031965.2	3727956	3768994	-0.028074	-0.041568	-0.027082	-0.014067
NC_031965.2	3729182	3770262	-0.011389	-0.023134	-0.014506	-0.009897
NC_031965.2	3734054	3770759	-0.047805	-0.157307	-0.087197	-0.022588
NC_031965.2	3742578	3773392	-0.019189	-0.061818	-0.038423	-0.006780
NC_031965.2	3769006	3773653	-0.019384	-0.068385	-0.042088	-0.008074
NC_031965.2	3770265	3774087	-0.024454	-0.075655	-0.047195	-0.008244
NC_031965.2	3770762	3774275	-0.028915	-0.085129	-0.050510	-0.015056
NC_031965.2	3773396	3774644	-0.024420	-0.186590	-0.073188	-0.014650
NC_031965.2	3773656	3775371	0.034950	0.257383	0.147395	0.014401
NC_031965.2	3774114	3775680	0.025863	0.219907	0.137455	0.009641
NC_031965.2	3774297	3776142	-0.041726	-0.364460	-0.186330	-0.021081
NC_031965.2	3774645	3776483	-0.054724	-0.331905	-0.183697	-0.028512
NC_031965.2	3775382	3776988	-0.100768	-0.417809	-0.191279	-0.054979
NC_031965.2	3775692	3777433	-0.100009	-0.471102	-0.199684	-0.050936
NC_031965.2	3776143	3779553	-0.098427	-0.283610	-0.146228	-0.046081
NC_031965.2	3776495	3780035	-0.084591	-0.253441	-0.138887	-0.042369
NC_031965.2	3777016	3780366	-0.058207	-0.170926	-0.121112	-0.027946
NC_031965.2	3777437	3784551	0.000143	0.000325	0.000247	0.006503
NC_031965.2	3779646	3786025	0.069870	0.206085	0.157858	0.039437
NC_031965.2	3780038	3787709	0.134691	0.380396	0.289018	0.075723
NC_031965.2	3780406	3791036	0.122257	0.434154	0.264839	0.071940
NC_031965.2	3784554	3792972	0.044779	0.170711	0.098293	0.028255
NC_031965.2	3786044	3794277	0.007427	0.030319	0.017097	0.008616
NC_031965.2	3787711	3794905	-0.037346	-0.196050	-0.095412	-0.015687
NC_031965.2	3791049	3801697	-0.041249	-0.212150	-0.110280	-0.017544
NC_031965.2	3793114	3806100	-0.049322	-0.265946	-0.138752	-0.023600
NC_031965.2	3794279	3810779	-0.096706	-0.446641	-0.223256	-0.049523
NC_031965.2	3794943	3842038	-0.136224	-0.521174	-0.263049	-0.074496
NC_031965.2	3801734	3853254	-0.090864	-0.186829	-0.087674	-0.055669
NC_031965.2	3806154	3855321	-0.051845	-0.115317	-0.050703	-0.032720
NC_031965.2	3811009	3856460	0.005662	0.013888	0.006463	0.003701
NC_031965.2	3842080	3857308	0.027901	0.074556	0.037743	0.015919
NC_031965.2	3853268	3857973	-0.029467	-0.150087	-0.078117	-0.011928
NC_031965.2	3855327	3875597	-0.053107	-0.233298	-0.132528	-0.023239
NC_031965.2	3856752	3876352	-0.042446	-0.260181	-0.143930	-0.019602
NC_031965.2	3857361	3876720	-0.061961	-0.376788	-0.189863	-0.029034
NC_031965.2	3858024	3877158	-0.034630	-0.165146	-0.107554	-0.016731
NC_031965.2	3875599	3877683	0.007951	0.036406	0.025537	0.003163
NC_031965.2	3876453	3881208	-0.001824	-0.006873	-0.004630	-0.002828
NC_031965.2	3876731	3881488	0.022021	0.068701	0.053795	0.004969
NC_031965.2	3877160	3881817	0.028210	0.091079	0.065666	0.011133
NC_031965.2	3878438	3882136	-0.007445	-0.025758	-0.016560	-0.002305
NC_031965.2	3881215	3882483	-0.006303	-0.022112	-0.013808	-0.003198
NC_031965.2	3881489	3882913	-0.032903	-0.123726	-0.070005	-0.010178
NC_031965.2	3881866	3883333	-0.069486	-0.235704	-0.130789	-0.028498
NC_031965.2	3882139	3883779	-0.089773	-0.314459	-0.165739	-0.040114
NC_031965.2	3882528	3932790	-0.100988	-0.359526	-0.179823	-0.042957
NC_031965.2	3882920	3966202	-0.059297	-0.050642	-0.030091	-0.009772
NC_031965.2	3883342	3985659	-0.030344	-0.024939	-0.014686	0.006978
NC_031965.2	3883785	4077166	-0.100184	-0.068178	-0.039135	-0.029308
NC_031965.2	3932794	4131931	-0.080052	-0.036685	-0.020986	-0.032711
NC_031965.2	3966387	4201691	-0.026666	-0.015300	-0.008019	-0.030255
NC_031965.2	3985682	4254440	-0.034491	-0.016610	-0.008210	-0.054262
NC_031965.2	4077294	4265787	-0.352888	-0.198749	-0.100066	-0.295765
NC_031965.2	4131939	4273264	-0.384498	-0.355472	-0.173517	-0.288273
NC_031965.2	4201718	4303754	-0.484683	-0.592795	-0.240754	-0.332750
NC_031965.2	4255462	4304192	-0.500904	-0.640990	-0.282305	-0.333212
NC_031965.2	4265798	4304858	-0.242242	-0.363706	-0.152638	-0.179547
NC_031965.2	4273271	4320184	-0.137045	-0.129831	-0.063260	-0.121011
NC_031965.2	4303770	4325020	-0.097087	-0.089398	-0.054605	-0.087582
NC_031965.2	4304208	4341220	-0.172084	-0.159415	-0.097088	-0.116959
NC_031965.2	4304866	4354017	-0.090285	-0.082593	-0.053272	-0.040766
NC_031965.2	4320585	4419547	-0.099653	-0.075476	-0.045569	-0.050113
NC_031965.2	4325044	4442187	-0.089382	-0.061654	-0.038700	-0.043688
NC_031965.2	4341298	4482867	0.057245	0.032129	0.020895	0.032772
NC_031965.2	4354023	4487224	0.016737	0.009616	0.005997	0.006764
NC_031965.2	4422797	4524533	0.096050	0.060665	0.040585	0.047752
NC_031965.2	4442208	4614437	-0.005992	-0.002520	-0.001559	-0.007137
NC_031965.2	4486811	4712667	-0.112188	-0.032730	-0.020867	-0.059258
NC_031965.2	4487285	4742522	-0.099375	-0.026909	-0.017814	-0.054291
NC_031965.2	4524551	4798387	-0.242647	-0.058960	-0.037544	-0.141723
NC_031965.2	4615633	4837167	-0.031741	-0.008771	-0.005484	-0.020030
NC_031965.2	4718013	4882978	-0.033827	-0.012339	-0.007500	-0.021721
NC_031965.2	4744305	4902388	0.087570	0.033951	0.019940	0.040346
NC_031965.2	4798388	4902944	0.146422	0.072173	0.042302	0.092960
NC_031965.2	4837173	4908155	0.149925	0.099908	0.068264	0.090325
NC_031965.2	4883194	4908347	0.221351	0.207758	0.131312	0.131188
NC_031965.2	4902413	4952000	0.167585	0.149720	0.085264	0.102328
NC_031965.2	4902945	5004627	-0.025153	-0.017706	-0.009574	-0.012334
NC_031965.2	4908156	5041840	-0.133010	-0.101856	-0.047378	-0.080862
NC_031965.2	4908379	5066859	-0.070227	-0.045963	-0.021045	-0.048988
NC_031965.2	4953029	5164901	-0.224956	-0.117045	-0.054888	-0.138307
NC_031965.2	5004628	5201597	-0.285456	-0.096935	-0.052789	-0.180238
NC_031965.2	5043304	5210832	-0.212235	-0.068560	-0.038933	-0.129029
NC_031965.2	5066882	5256135	-0.280930	-0.058429	-0.036017	-0.166315
NC_031965.2	5177682	5292335	-0.413576	-0.129068	-0.080842	-0.297571
NC_031965.2	5201605	5321873	0.094072	0.043272	0.022344	0.078912
NC_031965.2	5210943	5326494	0.035706	0.018667	0.009314	0.035356
NC_031965.2	5256525	5382426	-0.071526	-0.051330	-0.023417	-0.049894
NC_031965.2	5305508	5469742	0.031917	0.017558	0.008857	0.024258
NC_031965.2	5321878	5475437	-0.302835	-0.175953	-0.104005	-0.208025
NC_031965.2	5326515	5477066	-0.250658	-0.134718	-0.084265	-0.151926
NC_031965.2	5382431	5505553	-0.064804	-0.038628	-0.026683	-0.038577
NC_031965.2	5469753	5544905	0.203267	0.143162	0.091232	0.111360
NC_031965.2	5475452	5598845	0.220866	0.100339	0.059955	0.117680
NC_031965.2	5477145	5601488	0.157864	0.085657	0.048854	0.082460
NC_031965.2	5505566	5671841	-0.114020	-0.050368	-0.027641	-0.072522
NC_031965.2	5552023	5773867	-0.261814	-0.099609	-0.051972	-0.162779
NC_031965.2	5598935	5830330	-0.160125	-0.065896	-0.033532	-0.113983
NC_031965.2	5601525	5838183	-0.183344	-0.076077	-0.036223	-0.134619
NC_031965.2	5707565	5860404	0.087268	0.040306	0.020480	0.081587
NC_031965.2	5776451	5905823	0.255766	0.147506	0.076783	0.225274
NC_031965.2	5830523	5917705	0.237073	0.166160	0.088038	0.173764
NC_031965.2	5838448	5918719	0.269552	0.203784	0.122718	0.183421
NC_031965.2	5860423	5921027	0.174826	0.205453	0.101053	0.105080
NC_031965.2	5906149	5955460	0.049186	0.040078	0.024225	0.030092
NC_031965.2	5917889	5975318	-0.051411	-0.034945	-0.021244	-0.018402
NC_031965.2	5920492	6018440	-0.242076	-0.099672	-0.060179	-0.120290
NC_031965.2	5921037	6045824	-0.503551	-0.183656	-0.110104	-0.303554
NC_031965.2	5960049	6062512	-0.656883	-0.338388	-0.171214	-0.428106
NC_031965.2	5975365	6083566	-0.567352	-0.305988	-0.155590	-0.440478
NC_031965.2	6018856	6121016	-0.554867	-0.389042	-0.183554	-0.488200
NC_031965.2	6046427	6133656	-0.473275	-0.440811	-0.194063	-0.405867
NC_031965.2	6062516	6155264	-0.353251	-0.217900	-0.121690	-0.309425
NC_031965.2	6083853	6195994	-0.378256	-0.201550	-0.120828	-0.305797
NC_031965.2	6121017	6224366	-0.307361	-0.145711	-0.088150	-0.217377
NC_031965.2	6133660	6267281	-0.062115	-0.021421	-0.013693	-0.045727
NC_031965.2	6157051	6311987	0.207790	0.088351	0.048872	0.163496
NC_031965.2	6196052	6355996	0.568774	0.272645	0.136980	0.479929
NC_031965.2	6229569	6405364	0.658881	0.250075	0.147335	0.434259
NC_031965.2	6267286	6442211	0.600078	0.233806	0.129694	0.275658
NC_031965.2	6314533	6491687	0.412377	0.123856	0.073907	0.121952
NC_031965.2	6357075	6504173	0.006416	0.001115	0.000789	0.001240
NC_031965.2	6405547	6504595	-0.175250	-0.041019	-0.026862	-0.023766
NC_031965.2	6444852	6504881	-0.188872	-0.062468	-0.044117	-0.034893
NC_031965.2	6492026	6510499	-0.092803	-0.029598	-0.024695	-0.012644
NC_031965.2	6504200	6519746	-0.126787	-0.050505	-0.041205	-0.019325
NC_031965.2	6504606	6535146	-0.103982	-0.029686	-0.025304	-0.014699
NC_031965.2	6504882	6537294	-0.074681	-0.012702	-0.011214	-0.003444
NC_031965.2	6510549	6540787	-0.089531	-0.011909	-0.010962	-0.004812
NC_031965.2	6524352	6557182	-0.063265	-0.008170	-0.007438	-0.006924
NC_031965.2	6535179	6564987	-0.225888	-0.036385	-0.030718	-0.020462
NC_031965.2	6537523	6625323	-0.234598	-0.046688	-0.036415	-0.032405
NC_031965.2	6540923	6671655	0.151381	0.055088	0.037947	0.060620
NC_031965.2	6557208	6681803	0.089737	0.020340	0.016139	0.036921
NC_031965.2	6564998	6788451	0.047595	0.009924	0.008011	0.023188
NC_031965.2	6625437	6818744	0.094991	0.022531	0.017162	0.037115
NC_031965.2	6671674	6892626	0.170443	0.039928	0.031675	0.058569
NC_031965.2	6681849	6950670	0.579751	0.234072	0.173449	0.413467
NC_031965.2	6788455	7014849	0.599287	0.263247	0.174263	0.483499
NC_031965.2	6818755	7107877	0.708499	0.304178	0.190524	0.597280
NC_031965.2	6893877	7171041	0.741803	0.361688	0.204177	0.621637
NC_031965.2	6950702	7242466	0.558028	0.245135	0.115064	0.414533
NC_031965.2	7019866	7311813	0.566997	0.228358	0.120517	0.453017
NC_031965.2	7112183	7367448	0.649208	0.282444	0.162639	0.516677
NC_031965.2	7171182	7406513	0.579760	0.249782	0.143622	0.475840
NC_031965.2	7250153	7415305	0.568783	0.273740	0.155020	0.464166
NC_031965.2	7311815	7425220	0.661387	0.333012	0.191662	0.538107
NC_031965.2	7368921	7444814	0.498917	0.273822	0.147394	0.407436
NC_031965.2	7406517	7495093	0.404155	0.206184	0.103607	0.317806
NC_031965.2	7415680	7509192	0.304882	0.177185	0.080954	0.240520
NC_031965.2	7425224	7562216	0.062734	0.025513	0.012138	0.053786
NC_031965.2	7445286	7622562	-0.211317	-0.061418	-0.032002	-0.181397
NC_031965.2	7495094	7679723	-0.257790	-0.075224	-0.038513	-0.183138
NC_031965.2	7511274	7731312	-0.163551	-0.051931	-0.028888	-0.106692
NC_031965.2	7565419	7764836	-0.102861	-0.038758	-0.020524	-0.059912
NC_031965.2	7622569	7780540	0.029603	0.014313	0.007905	0.016021
NC_031965.2	7682279	7780837	0.148428	0.092269	0.057452	0.120191
NC_031965.2	7731313	7782684	0.131967	0.094051	0.056251	0.111133
NC_031965.2	7767546	7783270	0.106067	0.111822	0.090969	0.092955
NC_031965.2	7780563	7788196	0.087338	0.152532	0.116673	0.089318
NC_031965.2	7780847	7944509	-0.104018	-0.087158	-0.053478	-0.037711
NC_031965.2	7782685	8000876	-0.129807	-0.056277	-0.035941	-0.056247
NC_031965.2	7783284	8060765	-0.214149	-0.046920	-0.029625	-0.089584
NC_031965.2	7788205	8124487	-0.228662	-0.044134	-0.029020	-0.135424
NC_031965.2	7947076	8180698	-0.071353	-0.011974	-0.008168	-0.051254
NC_031965.2	8000964	8214446	-0.180130	-0.042870	-0.028919	-0.127838
NC_031965.2	8061759	8243666	-0.068959	-0.023788	-0.015516	-0.055371
NC_031965.2	8124586	8283118	-0.222668	-0.108567	-0.055969	-0.168682
NC_031965.2	8186719	8302752	-0.209499	-0.158958	-0.075272	-0.151681
NC_031965.2	8215616	8311697	-0.071102	-0.053048	-0.027831	-0.021605
NC_031965.2	8252837	8394122	-0.113522	-0.087089	-0.040664	-0.053305
NC_031965.2	8283141	8433223	-0.030133	-0.017408	-0.009150	-0.004264
NC_031965.2	8305793	8458969	-0.086444	-0.047255	-0.024931	-0.032989
NC_031965.2	8311701	8498542	-0.183693	-0.071657	-0.034263	-0.089718
NC_031965.2	8394134	8567785	-0.204091	-0.058289	-0.030486	-0.088461
NC_031965.2	8433239	8636433	-0.137220	-0.043113	-0.021549	-0.083758
NC_031965.2	8458978	8695338	-0.139408	-0.044571	-0.020150	-0.109559
NC_031965.2	8498543	8715484	-0.012724	-0.004750	-0.002257	-0.010643
NC_031965.2	8568402	8804311	-0.070593	-0.033279	-0.016007	-0.050375
NC_031965.2	8637675	8813843	-0.077180	-0.047057	-0.023135	-0.051513
NC_031965.2	8695422	8832546	0.025791	0.021373	0.012748	0.009711
NC_031965.2	8715491	8835392	-0.073219	-0.077391	-0.040951	-0.045218
NC_031965.2	8804317	8862038	0.006542	0.010208	0.005311	-0.000026
NC_031965.2	8813906	8863854	0.080553	0.126081	0.071954	0.035506
NC_031965.2	8832559	8864780	0.050937	0.085242	0.054292	0.029082
NC_031965.2	8837257	8937072	0.079173	0.055252	0.042022	0.040483
NC_031965.2	8862876	8939617	0.022620	0.008955	0.007553	0.012593
NC_031965.2	8863857	8949568	-0.160847	-0.042004	-0.035506	-0.031515
NC_031965.2	8864801	8966136	-0.333977	-0.056284	-0.048663	-0.041660
NC_031965.2	8937073	8966438	-0.194004	-0.065067	-0.058599	-0.035963
NC_031965.2	8939618	8972556	-0.115762	-0.054070	-0.047840	-0.024213
NC_031965.2	8949624	8999860	0.004211	0.001581	0.001451	0.003982
NC_031965.2	8966138	9047245	0.011008	0.003859	0.003244	0.003879
NC_031965.2	8966439	9049076	0.023069	0.004427	0.003722	0.004071
NC_031965.2	8972559	9058991	0.005258	0.001093	0.000895	0.001128
NC_031965.2	9003481	9115277	-0.123915	-0.030634	-0.023418	-0.019703
NC_031965.2	9047247	9187447	-0.209531	-0.041076	-0.031710	-0.027751
NC_031965.2	9049101	9213557	-0.303202	-0.041732	-0.032965	-0.030275
NC_031965.2	9065302	9241184	-0.214830	-0.021289	-0.017767	-0.017075
NC_031965.2	9115354	9261259	0.077480	0.006903	0.005646	0.005417
NC_031965.2	9191196	9330144	0.097399	0.009589	0.007917	0.007784
NC_031965.2	9215838	9398709	0.232905	0.026366	0.020205	0.025286
NC_031965.2	9241500	9426912	0.090690	0.015962	0.011174	0.018050
NC_031965.2	9261264	9509541	-0.350105	-0.084417	-0.057806	-0.143601
NC_031965.2	9339546	9571644	-0.095715	-0.027397	-0.018596	-0.052823
NC_031965.2	9398712	9609368	-0.268614	-0.108564	-0.065764	-0.170858
NC_031965.2	9429642	9648504	-0.319143	-0.106058	-0.065452	-0.205791
NC_031965.2	9509580	9704615	-0.058976	-0.011210	-0.007657	-0.033466
NC_031965.2	9571645	9751038	-0.465532	-0.079152	-0.052076	-0.285065
NC_031965.2	9609869	9784505	-0.198360	-0.027345	-0.020172	-0.104313
NC_031965.2	9648748	9786371	-0.122239	-0.021522	-0.015765	-0.062417
NC_031965.2	9705580	9833407	-0.055722	-0.016295	-0.011007	-0.027629
NC_031965.2	9755496	9918409	0.137352	0.030600	0.023805	0.063198
NC_031965.2	9784510	9976413	0.149929	0.034067	0.025577	0.068985
NC_031965.2	9786385	10045998	0.100608	0.017703	0.012909	0.052217
NC_031965.2	9833588	10077762	0.052425	0.009311	0.007050	0.023902
NC_031965.2	9924436	10107707	-0.384724	-0.116607	-0.076097	-0.211453
NC_031965.2	9978667	10141237	-0.297347	-0.081066	-0.054611	-0.188779
NC_031965.2	10051191	10207007	-0.117191	-0.030595	-0.020746	-0.063534
NC_031965.2	10077813	10258461	-0.205185	-0.054773	-0.033392	-0.131867
NC_031965.2	10108178	10315255	0.044746	0.010485	0.006026	0.024972
NC_031965.2	10152440	10352719	-0.038475	-0.008618	-0.004839	-0.016266
NC_031965.2	10207649	10385300	-0.456360	-0.080830	-0.050753	-0.205708
NC_031965.2	10261792	10415211	-0.193487	-0.028957	-0.021675	-0.082705
NC_031965.2	10316679	10464863	-0.174938	-0.016287	-0.014034	-0.060809
NC_031965.2	10352731	10487924	0.365974	0.052845	0.045484	0.189755
NC_031965.2	10385470	10512845	0.409899	0.072436	0.056547	0.199484
NC_031965.2	10416678	10536038	0.306741	0.056781	0.042333	0.152766
NC_031965.2	10464897	10597244	0.227149	0.056208	0.037912	0.109793
NC_031965.2	10488690	10626788	-0.210731	-0.046747	-0.030620	-0.088087
NC_031965.2	10513222	10693966	-0.322936	-0.063462	-0.045860	-0.135944
NC_031965.2	10542524	10740270	0.233255	0.059134	0.044618	0.122175
NC_031965.2	10597904	10753691	0.296266	0.113324	0.082952	0.169914
NC_031965.2	10631163	10779330	0.347930	0.129594	0.094714	0.196642
NC_031965.2	10697099	10809279	0.430401	0.197569	0.124842	0.266519
NC_031965.2	10740329	10816434	0.209602	0.122890	0.066013	0.120008
NC_031965.2	10753701	10817728	0.162426	0.099681	0.053181	0.085960
NC_031965.2	10781520	10847250	0.106471	0.058058	0.034098	0.036270
NC_031965.2	10809326	10900884	-0.137495	-0.034682	-0.025168	-0.053998
NC_031965.2	10817389	10925118	-0.215327	-0.063084	-0.042955	-0.112082
NC_031965.2	10817768	10940189	-0.228984	-0.064935	-0.042522	-0.143189
NC_031965.2	10850892	10996175	-0.222549	-0.047533	-0.032063	-0.154887
NC_031965.2	10901316	11043296	-0.125486	-0.030288	-0.020552	-0.063000
NC_031965.2	10925119	11100114	-0.051704	-0.008478	-0.006046	-0.000854
NC_031965.2	10940403	11165975	0.063128	0.007486	0.005433	0.054684
NC_031965.2	10996412	11210865	0.037763	0.006156	0.004104	0.040172
NC_031965.2	11047601	11299281	-0.082276	-0.009554	-0.006583	-0.040714
NC_031965.2	11102695	11370982	-0.060317	-0.007173	-0.005136	-0.026933
NC_031965.2	11166831	11402760	0.136245	0.016396	0.012564	0.059919
NC_031965.2	11212541	11412205	0.300496	0.060327	0.044797	0.183144
NC_031965.2	11299711	11421275	0.402160	0.149811	0.096898	0.280274
NC_031965.2	11373654	11438596	0.219528	0.112248	0.062860	0.171105
NC_031965.2	11402936	11452270	0.070246	0.061144	0.025405	0.060253
NC_031965.2	11412834	11485635	-0.045084	-0.032108	-0.014250	-0.024841
NC_031965.2	11421733	11495590	-0.201881	-0.097361	-0.054261	-0.116793
NC_031965.2	11439319	11568283	-0.144931	-0.029234	-0.021282	-0.067680
NC_031965.2	11454295	11622271	0.001052	0.000099	0.000083	0.000333
NC_031965.2	11485636	11702277	-0.113136	-0.012034	-0.009697	-0.035279
NC_031965.2	11499287	11750958	-0.198677	-0.021281	-0.016690	-0.058056
NC_031965.2	11568443	11814282	0.112154	0.012764	0.009896	0.030224
NC_031965.2	11623007	11859844	0.053713	0.006189	0.004569	0.016507
NC_031965.2	11703272	11906639	0.240275	0.020893	0.015997	0.056933
NC_031965.2	11750986	11922836	0.674567	0.094114	0.068601	0.241732
NC_031965.2	11817145	11955420	0.475347	0.094917	0.062896	0.206779
NC_031965.2	11860366	11987431	0.405442	0.095804	0.064461	0.203178
NC_031965.2	11907234	12018200	0.360337	0.112020	0.071509	0.255011
NC_031965.2	11922890	12063251	-0.173908	-0.054399	-0.033937	-0.122229
NC_031965.2	11960963	12090205	-0.094524	-0.035441	-0.021326	-0.068920
NC_031965.2	11990208	12102262	-0.125198	-0.062636	-0.033909	-0.094217
NC_031965.2	12019096	12122578	-0.220716	-0.119398	-0.062673	-0.153398
NC_031965.2	12066671	12152093	-0.042993	-0.026195	-0.013668	-0.030068
NC_031965.2	12090416	12205751	-0.089307	-0.040037	-0.023924	-0.062187
NC_031965.2	12102650	12254076	-0.016638	-0.005293	-0.003547	-0.009238
NC_031965.2	12122584	12340554	-0.032157	-0.004601	-0.003434	-0.012429
NC_031965.2	12154845	12368206	0.093822	0.008229	0.006630	0.027026
NC_031965.2	12205962	12439431	0.114781	0.009790	0.007929	0.035588
