chr	windowStart	windowEnd	D	f_d	f_dM	d_f
NC_031965.2	2339034	2443574	-0.096285	-0.106701	-0.039283	-0.058851
NC_031965.2	2417301	2474635	-0.121040	-0.235715	-0.067976	-0.064382
NC_031965.2	2425133	2521256	-0.306203	-0.338958	-0.112371	-0.152608
NC_031965.2	2425611	2552076	-0.170340	-0.092320	-0.046141	-0.084456
NC_031965.2	2443578	2597024	-0.080469	-0.032972	-0.017142	-0.030380
NC_031965.2	2474636	2646837	-0.165695	-0.050995	-0.027956	-0.107523
NC_031965.2	2521265	2724711	0.236150	0.079504	0.044696	0.209391
NC_031965.2	2552099	2808371	0.084782	0.027293	0.015545	0.076845
NC_031965.2	2597046	2860718	0.084033	0.024877	0.015257	0.079166
NC_031965.2	2647500	2978541	0.196061	0.048243	0.030573	0.152632
NC_031965.2	2726754	3030833	-0.351845	-0.066719	-0.044115	-0.169356
NC_031965.2	2808400	3095053	-0.135561	-0.026877	-0.018145	-0.039964
NC_031965.2	2860784	3169545	-0.015535	-0.002769	-0.001663	0.009346
NC_031965.2	2979118	3292410	0.034466	0.009873	0.005145	0.029052
NC_031965.2	3030843	3294163	0.036536	0.011520	0.006148	0.029828
NC_031965.2	3100559	3340297	0.056861	0.020543	0.010314	0.035967
NC_031965.2	3169554	3389940	0.045009	0.016743	0.010111	0.032169
NC_031965.2	3292500	3493539	0.127849	0.049268	0.032513	0.075806
NC_031965.2	3294288	3499387	-0.088314	-0.041528	-0.024320	-0.059969
NC_031965.2	3340316	3504642	-0.288481	-0.218280	-0.104184	-0.218137
NC_031965.2	3403453	3508028	-0.273734	-0.330263	-0.133875	-0.230337
NC_031965.2	3493757	3551289	-0.374132	-0.636828	-0.217818	-0.250418
NC_031965.2	3504022	3701177	-0.222629	-0.234272	-0.093298	-0.160183
NC_031965.2	3504643	3727627	0.003226	0.002580	0.001378	-0.012021
NC_031965.2	3513116	3727928	-0.028186	-0.025537	-0.013705	-0.023902
NC_031965.2	3554390	3728711	-0.019937	-0.024734	-0.013184	-0.012819
NC_031965.2	3701186	3733087	0.030016	0.047859	0.034321	0.014787
NC_031965.2	3727696	3741521	0.022581	0.048057	0.030682	0.014398
NC_031965.2	3727932	3768964	0.069809	0.147052	0.095989	0.043609
NC_031965.2	3728719	3769706	0.054036	0.162132	0.105876	0.030071
NC_031965.2	3733143	3770697	0.003353	0.014675	0.007725	0.001641
NC_031965.2	3742549	3772979	-0.079832	-0.379243	-0.178442	-0.050086
NC_031965.2	3768971	3773641	-0.086763	-0.469155	-0.213946	-0.051222
NC_031965.2	3770218	3774022	-0.132324	-0.642317	-0.280580	-0.080014
NC_031965.2	3770703	3774228	-0.116758	-0.505649	-0.216246	-0.076539
NC_031965.2	3772993	3774588	0.024522	0.139893	0.068834	0.013491
NC_031965.2	3773644	3775102	0.000196	0.001475	0.000614	-0.001758
NC_031965.2	3774025	3775578	0.057749	0.406164	0.202615	0.023731
NC_031965.2	3774231	3776106	0.065257	0.417393	0.248957	0.030368
NC_031965.2	3774592	3776323	0.073462	0.439170	0.266362	0.034213
NC_031965.2	3775122	3776959	0.042920	0.159053	0.104244	0.024351
NC_031965.2	3775587	3777398	0.028799	0.109609	0.072712	0.019639
NC_031965.2	3776109	3779661	-0.026772	-0.092353	-0.051700	-0.014654
NC_031965.2	3776368	3780048	-0.037523	-0.118885	-0.070682	-0.021821
NC_031965.2	3776961	3780441	0.002916	0.010061	0.006263	-0.001758
NC_031965.2	3777406	3784554	-0.069366	-0.236739	-0.123737	-0.050373
NC_031965.2	3779688	3786044	-0.056927	-0.208441	-0.125633	-0.037117
NC_031965.2	3780061	3787722	-0.075279	-0.309339	-0.168612	-0.041557
NC_031965.2	3780560	3791528	-0.092713	-0.414807	-0.211070	-0.051735
NC_031965.2	3784555	3793146	-0.035917	-0.164817	-0.094745	-0.015037
NC_031965.2	3786069	3794283	-0.014130	-0.076865	-0.038582	-0.002844
NC_031965.2	3787808	3794943	0.007520	0.044279	0.023068	0.007098
NC_031965.2	3791552	3801832	0.029394	0.206491	0.103500	0.016834
NC_031965.2	3793156	3806200	0.024717	0.159720	0.088596	0.014864
NC_031965.2	3794287	3841945	0.043224	0.223967	0.145259	0.024842
NC_031965.2	3794960	3853248	-0.026616	-0.101152	-0.044851	-0.010907
NC_031965.2	3801833	3854813	-0.016973	-0.051627	-0.023565	-0.001883
NC_031965.2	3806227	3856247	0.004054	0.012373	0.005768	0.004848
NC_031965.2	3841984	3857164	-0.034479	-0.108762	-0.056052	-0.017070
NC_031965.2	3853249	3857782	0.031121	0.123317	0.092696	0.016772
NC_031965.2	3854851	3875207	0.011326	0.046597	0.035582	0.004956
NC_031965.2	3856283	3876212	0.003046	0.013900	0.010075	0.003753
NC_031965.2	3857189	3876671	0.016158	0.103080	0.065421	0.009171
NC_031965.2	3857823	3877070	0.018344	0.109981	0.066781	0.009576
NC_031965.2	3875238	3877345	-0.010005	-0.054437	-0.032700	-0.004280
NC_031965.2	3876214	3881104	-0.006311	-0.028028	-0.018363	-0.001748
NC_031965.2	3876673	3881448	-0.025543	-0.088481	-0.061763	-0.013677
NC_031965.2	3877071	3881695	-0.044639	-0.157554	-0.109203	-0.023173
NC_031965.2	3877365	3882108	-0.049379	-0.185343	-0.111605	-0.026495
NC_031965.2	3881114	3882573	-0.049834	-0.170125	-0.099030	-0.031178
NC_031965.2	3881450	3882966	0.009786	0.028580	0.018028	-0.002057
NC_031965.2	3881757	3883360	0.035873	0.095515	0.054178	0.013881
NC_031965.2	3882131	3883847	0.119744	0.282320	0.180490	0.053925
NC_031965.2	3882587	3949853	0.133679	0.227685	0.135901	0.064586
NC_031965.2	3882973	3981269	0.170753	0.245717	0.128086	0.067509
NC_031965.2	3883372	3985609	0.205987	0.270564	0.156238	0.071026
NC_031965.2	3883881	3992439	0.252491	0.296297	0.178539	0.112182
NC_031965.2	3950292	4131457	0.169332	0.125592	0.087031	0.082099
NC_031965.2	3981336	4201781	0.043966	0.019933	0.014855	0.033649
NC_031965.2	3985659	4265835	-0.067775	-0.025814	-0.018308	-0.006427
NC_031965.2	3992440	4286859	-0.186388	-0.072067	-0.048267	-0.110110
NC_031965.2	4131751	4303975	-0.062590	-0.032523	-0.019374	-0.027367
NC_031965.2	4204534	4304314	0.096603	0.086450	0.044719	0.090601
NC_031965.2	4265854	4305273	0.156037	0.201850	0.096335	0.125606
NC_031965.2	4286881	4323861	0.112410	0.160428	0.068242	0.098884
NC_031965.2	4303992	4333077	0.053812	0.079189	0.037035	0.059456
NC_031965.2	4304334	4342244	-0.012770	-0.021027	-0.008786	-0.007238
NC_031965.2	4305275	4368358	-0.070676	-0.077505	-0.037408	-0.042878
NC_031965.2	4323893	4438325	-0.116189	-0.094966	-0.050125	-0.063468
NC_031965.2	4333937	4450514	-0.103332	-0.084186	-0.046245	-0.051576
NC_031965.2	4343004	4487132	-0.195176	-0.125303	-0.081522	-0.103372
NC_031965.2	4368360	4508002	-0.266742	-0.216255	-0.128342	-0.134819
NC_031965.2	4438521	4604110	-0.192508	-0.127999	-0.078639	-0.094259
NC_031965.2	4450660	4712391	-0.129529	-0.052439	-0.033813	-0.059457
NC_031965.2	4487139	4750488	-0.104780	-0.042477	-0.025709	-0.046765
NC_031965.2	4508752	4821121	-0.011938	-0.003263	-0.002208	-0.001270
NC_031965.2	4614111	4855166	-0.030540	-0.010908	-0.007790	-0.012326
NC_031965.2	4712667	4902198	-0.203501	-0.119800	-0.074827	-0.087770
NC_031965.2	4751966	4902542	-0.049009	-0.031007	-0.020197	0.024481
NC_031965.2	4823864	4903067	-0.101697	-0.117411	-0.064684	-0.005736
NC_031965.2	4855217	4908215	-0.061625	-0.081538	-0.040125	0.006839
NC_031965.2	4902201	4912602	0.046028	0.078289	0.045031	0.065143
NC_031965.2	4902576	4995522	-0.098350	-0.092829	-0.044533	-0.063289
NC_031965.2	4903071	5016647	0.013682	0.011304	0.005581	-0.001480
NC_031965.2	4908221	5066554	-0.208409	-0.122517	-0.058182	-0.084293
NC_031965.2	4912680	5146188	-0.261660	-0.081158	-0.043319	-0.106792
NC_031965.2	5002557	5205399	-0.185298	-0.059190	-0.037525	-0.089304
NC_031965.2	5021726	5235752	-0.296536	-0.086402	-0.049138	-0.148945
NC_031965.2	5066561	5278433	0.080804	0.026789	0.015618	0.074376
NC_031965.2	5146480	5313525	-0.205645	-0.117795	-0.058176	-0.116971
NC_031965.2	5205406	5325609	-0.356549	-0.166793	-0.094231	-0.221131
NC_031965.2	5247883	5356629	-0.295416	-0.141214	-0.089895	-0.178890
NC_031965.2	5278646	5469740	-0.432685	-0.176648	-0.106975	-0.260706
NC_031965.2	5313576	5474329	-0.230745	-0.105268	-0.068837	-0.122071
NC_031965.2	5325614	5477016	-0.055657	-0.048315	-0.023990	-0.024165
NC_031965.2	5356639	5510928	-0.056474	-0.055653	-0.024933	-0.025262
NC_031965.2	5469742	5561064	-0.123472	-0.126378	-0.054950	-0.060567
NC_031965.2	5475433	5600419	-0.150056	-0.079876	-0.042178	-0.076474
NC_031965.2	5477062	5638902	-0.237020	-0.092833	-0.047401	-0.132744
NC_031965.2	5512456	5731567	-0.167620	-0.074621	-0.036995	-0.095739
NC_031965.2	5575543	5794571	-0.022057	-0.008415	-0.004980	-0.020729
NC_031965.2	5600476	5836880	0.071704	0.025948	0.015728	0.031940
NC_031965.2	5638953	5860426	0.091181	0.033502	0.021213	0.048279
NC_031965.2	5741998	5916894	0.055460	0.018100	0.012523	0.027285
NC_031965.2	5794991	5918038	-0.087344	-0.045400	-0.030998	-0.040037
NC_031965.2	5836897	5920637	-0.133302	-0.117475	-0.081178	-0.064386
NC_031965.2	5860433	5942589	-0.120828	-0.138526	-0.103256	-0.052747
NC_031965.2	5916895	5960153	-0.028700	-0.055748	-0.034162	-0.013127
NC_031965.2	5918040	6030903	0.006431	0.004045	0.002690	0.000886
NC_031965.2	5920665	6067909	-0.112227	-0.039229	-0.024877	-0.034440
NC_031965.2	5944778	6133549	-0.062230	-0.018805	-0.010999	-0.018614
NC_031965.2	5960191	6157051	-0.164995	-0.049085	-0.029294	-0.044182
NC_031965.2	6032607	6207268	-0.207743	-0.078038	-0.042420	-0.057213
NC_031965.2	6068438	6266867	-0.045891	-0.020924	-0.010181	-0.017772
NC_031965.2	6133560	6294638	-0.243142	-0.132998	-0.060996	-0.119939
NC_031965.2	6159529	6332976	-0.446910	-0.205020	-0.102325	-0.341445
NC_031965.2	6213281	6376653	-0.328387	-0.170463	-0.080293	-0.273533
NC_031965.2	6267016	6417413	-0.390975	-0.189848	-0.094530	-0.237916
NC_031965.2	6295755	6473308	-0.238678	-0.092391	-0.050979	-0.109715
NC_031965.2	6333016	6502580	0.050473	0.014114	0.008055	0.009867
NC_031965.2	6379233	6504507	0.105110	0.020832	0.013912	0.011864
NC_031965.2	6420446	6504810	0.018162	0.005358	0.003794	0.001493
NC_031965.2	6473926	6506157	-0.042072	-0.016859	-0.012606	0.000051
NC_031965.2	6503542	6514042	0.120805	0.041443	0.033697	0.029627
NC_031965.2	6504560	6526758	0.090010	0.024596	0.021141	0.024168
NC_031965.2	6504831	6536015	0.175741	0.036459	0.030611	0.030949
NC_031965.2	6506932	6538815	0.195685	0.030235	0.025634	0.022250
NC_031965.2	6515982	6546519	0.008284	0.001318	0.001081	-0.000656
NC_031965.2	6526759	6557211	-0.064008	-0.011202	-0.008217	-0.004250
NC_031965.2	6536028	6565053	-0.130603	-0.023091	-0.017007	-0.013066
NC_031965.2	6538965	6605483	-0.224592	-0.068410	-0.044173	-0.044884
NC_031965.2	6546573	6670568	-0.395881	-0.252646	-0.122452	-0.171404
NC_031965.2	6557240	6681576	-0.326457	-0.084243	-0.059973	-0.100282
NC_031965.2	6569399	6773553	-0.314987	-0.072989	-0.052593	-0.086959
NC_031965.2	6605628	6818397	-0.401576	-0.087780	-0.063499	-0.102022
NC_031965.2	6670569	6899131	-0.077947	-0.011678	-0.009443	-0.015164
NC_031965.2	6681651	6959662	-0.207897	-0.062753	-0.039827	-0.088396
NC_031965.2	6774130	7044140	-0.198849	-0.051544	-0.034687	-0.119883
NC_031965.2	6818838	7161604	-0.296360	-0.074428	-0.047977	-0.201795
NC_031965.2	6899155	7227247	-0.376799	-0.094947	-0.058206	-0.255152
NC_031965.2	6959681	7288988	-0.382207	-0.086016	-0.054482	-0.225855
NC_031965.2	7051732	7357899	-0.349768	-0.108299	-0.059594	-0.208387
NC_031965.2	7163209	7406544	-0.116819	-0.030556	-0.016736	-0.047108
NC_031965.2	7227251	7422869	-0.206471	-0.066950	-0.034717	-0.093116
NC_031965.2	7288992	7433213	-0.196947	-0.080472	-0.040548	-0.094500
NC_031965.2	7368476	7453122	0.226325	0.132978	0.078674	0.183870
NC_031965.2	7406550	7453772	0.602330	0.514259	0.414829	0.448500
NC_031965.2	7422894	7454256	0.798302	0.677476	0.613364	0.562816
NC_031965.2	7433596	7495093	0.860135	0.627352	0.511026	0.606120
NC_031965.2	7453150	7509192	0.868097	0.637803	0.473266	0.601361
NC_031965.2	7453781	7618347	0.394119	0.208371	0.111254	0.313925
NC_031965.2	7454260	7723888	-0.169122	-0.063337	-0.029947	-0.087736
NC_031965.2	7495094	7745541	-0.343792	-0.140583	-0.062974	-0.211809
NC_031965.2	7532261	7779012	-0.355126	-0.153152	-0.071732	-0.211216
NC_031965.2	7622569	7780757	-0.094760	-0.063458	-0.033494	-0.041117
NC_031965.2	7723890	7782378	0.001925	0.002773	0.001444	-0.002053
NC_031965.2	7746103	7782884	-0.113964	-0.219237	-0.122153	-0.058778
NC_031965.2	7779473	7784009	-0.122713	-0.323918	-0.137905	-0.067526
NC_031965.2	7780766	7811938	-0.176363	-0.316315	-0.130252	-0.100529
NC_031965.2	7782382	7993792	-0.196226	-0.165998	-0.065225	-0.105427
NC_031965.2	7782972	8057991	-0.200020	-0.088564	-0.039184	-0.098523
NC_031965.2	7784022	8124674	-0.230670	-0.067533	-0.034496	-0.114632
NC_031965.2	7868392	8205291	-0.184805	-0.050957	-0.025189	-0.102717
NC_031965.2	7993808	8235144	-0.308010	-0.115383	-0.061640	-0.185440
NC_031965.2	8058002	8283118	-0.203754	-0.099305	-0.047887	-0.137422
NC_031965.2	8126543	8307602	-0.192651	-0.135206	-0.053105	-0.119362
NC_031965.2	8205311	8311672	-0.015016	-0.016194	-0.007109	0.016619
NC_031965.2	8236642	8401822	0.148381	0.104725	0.057499	0.108912
NC_031965.2	8283141	8433896	0.142338	0.099031	0.062111	0.077919
NC_031965.2	8307633	8496049	0.235466	0.122225	0.078882	0.111898
NC_031965.2	8311673	8578081	0.278896	0.108690	0.071123	0.112438
NC_031965.2	8404595	8696529	0.188434	0.052342	0.032598	0.074434
NC_031965.2	8438219	8735941	0.104721	0.034331	0.021100	0.055667
NC_031965.2	8498511	8804501	0.080390	0.033470	0.021389	0.040176
NC_031965.2	8597156	8832442	-0.035313	-0.016424	-0.010109	-0.019392
NC_031965.2	8697549	8835377	-0.017467	-0.017144	-0.010647	-0.009979
NC_031965.2	8745687	8853423	0.026204	0.033143	0.019822	0.013826
NC_031965.2	8804524	8863725	-0.001667	-0.002842	-0.001454	0.002380
NC_031965.2	8832446	8864359	-0.025692	-0.050229	-0.031232	-0.010418
NC_031965.2	8835378	8867776	-0.078414	-0.191511	-0.087296	-0.037651
NC_031965.2	8853424	8938312	-0.048828	-0.038478	-0.023890	-0.020611
NC_031965.2	8863726	8944335	0.039783	0.014191	0.010461	0.006945
NC_031965.2	8864393	8952589	0.289320	0.059348	0.044114	0.044468
NC_031965.2	8868259	8966271	0.295205	0.064388	0.048200	0.043984
NC_031965.2	8938314	8967554	0.157858	0.061607	0.047137	0.032282
NC_031965.2	8944368	8974392	0.144858	0.078251	0.055012	0.032788
NC_031965.2	8952599	9035420	0.122055	0.058335	0.042176	0.027809
NC_031965.2	8966291	9048828	0.191946	0.069815	0.052322	0.046671
NC_031965.2	8967582	9049297	0.154684	0.047267	0.034545	0.030962
NC_031965.2	8976331	9083724	0.045520	0.012209	0.008120	0.006351
NC_031965.2	9038988	9176737	-0.093832	-0.018579	-0.012152	-0.013811
NC_031965.2	9048830	9216289	-0.082118	-0.012520	-0.008857	-0.009074
NC_031965.2	9049306	9241184	-0.055101	-0.005683	-0.004045	-0.003629
NC_031965.2	9087782	9261259	-0.149617	-0.014085	-0.010513	-0.009106
NC_031965.2	9184979	9348095	-0.225941	-0.025961	-0.017659	-0.016426
NC_031965.2	9217486	9403828	-0.408293	-0.057142	-0.033536	-0.040747
NC_031965.2	9241500	9510994	-0.511081	-0.092821	-0.044818	-0.083142
NC_031965.2	9261264	9606985	-0.485441	-0.106375	-0.051722	-0.171207
NC_031965.2	9361000	9702394	-0.527394	-0.081306	-0.048764	-0.244999
NC_031965.2	9407531	9774316	-0.429971	-0.058194	-0.035928	-0.240494
NC_031965.2	9527500	9786170	-0.328811	-0.048518	-0.032416	-0.172783
NC_031965.2	9610435	9819598	-0.167973	-0.022599	-0.015998	-0.069387
NC_031965.2	9704604	9891685	-0.241244	-0.048991	-0.028344	-0.107260
NC_031965.2	9776181	9960233	-0.002923	-0.000873	-0.000495	0.017706
NC_031965.2	9786190	10046010	0.047259	0.010296	0.006042	0.048193
NC_031965.2	9819599	10092568	0.107958	0.023135	0.013125	0.062762
NC_031965.2	9896706	10125780	0.310731	0.096539	0.052044	0.186509
NC_031965.2	9970549	10203741	0.042377	0.011845	0.006308	0.022494
NC_031965.2	10051191	10292115	0.001938	0.000474	0.000253	0.000571
NC_031965.2	10097183	10348525	-0.157733	-0.038677	-0.019520	-0.081786
NC_031965.2	10128933	10392990	-0.555842	-0.087784	-0.048649	-0.234040
NC_031965.2	10204573	10413998	-0.113369	-0.025595	-0.013578	-0.059264
NC_031965.2	10311282	10436183	-0.332153	-0.113446	-0.059913	-0.242841
NC_031965.2	10348543	10450779	-0.437989	-0.221965	-0.116059	-0.411107
NC_031965.2	10393542	10480072	-0.386935	-0.228530	-0.109345	-0.360006
NC_031965.2	10416678	10505435	-0.428194	-0.246508	-0.124436	-0.397699
NC_031965.2	10436420	10528622	-0.418676	-0.251850	-0.117375	-0.335073
NC_031965.2	10451594	10583724	-0.232996	-0.083926	-0.043084	-0.150059
NC_031965.2	10480073	10635018	-0.280135	-0.083492	-0.048923	-0.155474
NC_031965.2	10506157	10712536	-0.135880	-0.034786	-0.021051	-0.073195
NC_031965.2	10528626	10743009	-0.298499	-0.105041	-0.058958	-0.196807
NC_031965.2	10583777	10753743	-0.228480	-0.115088	-0.061439	-0.143218
NC_031965.2	10638918	10796520	-0.230712	-0.124227	-0.060797	-0.128246
NC_031965.2	10712679	10814827	-0.445153	-0.304138	-0.129676	-0.226796
NC_031965.2	10743717	10817682	-0.078243	-0.045370	-0.024698	-0.039159
NC_031965.2	10753755	10830163	-0.111809	-0.056184	-0.033768	-0.044831
NC_031965.2	10798414	10887663	-0.168936	-0.066279	-0.039546	-0.095805
NC_031965.2	10815030	10990574	-0.201772	-0.039431	-0.025277	-0.106885
NC_031965.2	10817683	11063842	-0.105800	-0.015266	-0.010135	-0.080923
NC_031965.2	10835507	11121670	-0.191322	-0.022993	-0.015463	-0.153931
NC_031965.2	10887723	11203417	-0.161321	-0.013402	-0.009690	-0.114426
NC_031965.2	10991011	11319711	-0.183864	-0.016052	-0.011826	-0.111484
NC_031965.2	11063845	11401127	-0.536860	-0.051211	-0.038744	-0.216796
NC_031965.2	11135369	11425206	-0.351340	-0.040444	-0.030503	-0.133578
NC_031965.2	11203518	11444886	-0.121024	-0.022681	-0.016619	-0.058674
NC_031965.2	11322445	11465051	-0.070764	-0.020223	-0.014566	-0.035054
NC_031965.2	11401677	11487957	0.024742	0.009594	0.006389	0.021374
NC_031965.2	11425209	11547030	0.000866	0.000155	0.000119	0.001061
NC_031965.2	11444914	11618433	-0.111911	-0.010848	-0.008124	-0.042484
NC_031965.2	11478512	11694362	0.040875	0.003272	0.002474	0.011594
NC_031965.2	11487964	11766691	0.059588	0.004144	0.003202	0.017593
NC_031965.2	11547031	11867127	-0.036667	-0.003068	-0.002321	-0.009691
NC_031965.2	11618875	11909593	-0.029206	-0.003510	-0.002670	-0.009681
NC_031965.2	11702277	11918301	-0.306027	-0.048715	-0.035724	-0.150372
NC_031965.2	11776527	11929776	-0.447361	-0.100687	-0.066563	-0.255433
NC_031965.2	11868950	12014239	-0.340780	-0.094869	-0.054243	-0.211078
NC_031965.2	11909606	12043118	-0.412831	-0.108709	-0.061005	-0.234309
NC_031965.2	11918302	12070619	-0.187167	-0.044084	-0.025808	-0.109004
NC_031965.2	11931401	12090616	0.132492	0.031898	0.018889	0.087973
NC_031965.2	12015787	12104818	0.215432	0.089547	0.051033	0.159733
NC_031965.2	12043219	12133758	0.228968	0.101823	0.058004	0.181048
NC_031965.2	12070765	12192280	0.256505	0.110621	0.059394	0.210039
NC_031965.2	12090766	12238424	0.321456	0.132647	0.075294	0.229439
NC_031965.2	12104846	12335290	0.238870	0.040138	0.027194	0.147937
NC_031965.2	12134148	12370158	0.159068	0.021702	0.015525	0.099433
NC_031965.2	12192284	12461155	-0.057264	-0.004412	-0.003524	-0.020235
NC_031965.2	12242924	12490191	-0.182594	-0.011034	-0.009344	-0.064043
NC_031965.2	12340586	12494629	0.078373	0.008715	0.007539	0.037630
NC_031965.2	12377720	12513836	-0.221808	-0.033202	-0.027841	-0.097604
NC_031965.2	12461173	12549275	-0.188545	-0.033065	-0.028038	-0.098479
NC_031965.2	12490848	12568736	-0.312637	-0.079930	-0.062337	-0.198876
NC_031965.2	12494633	12603490	-0.505254	-0.103711	-0.080954	-0.298302
NC_031965.2	12513839	12628548	-0.328712	-0.051025	-0.042033	-0.160330
NC_031965.2	12549282	12655510	0.129584	0.049486	0.034444	0.086206
NC_031965.2	12568738	12693686	-0.059850	-0.026573	-0.017060	-0.044334
NC_031965.2	12603546	12731493	-0.064905	-0.029838	-0.018202	-0.047644
NC_031965.2	12632734	12791586	-0.029613	-0.012441	-0.007376	-0.023035
NC_031965.2	12655523	13066842	-0.443410	-0.080239	-0.056465	-0.302945
NC_031965.2	12696276	13089864	-0.149943	-0.018743	-0.013557	-0.088735
NC_031965.2	12731704	13122038	-0.111086	-0.011438	-0.008573	-0.073034
NC_031965.2	12888885	13163212	0.215743	0.036193	0.027191	0.164135
NC_031965.2	13066902	13195147	0.327338	0.091734	0.063848	0.238662
NC_031965.2	13089886	13212874	0.350861	0.117598	0.077538	0.248892
NC_031965.2	13122068	13247305	0.295032	0.125631	0.069233	0.218481
NC_031965.2	13163769	13260282	0.100296	0.041474	0.022408	0.066350
NC_031965.2	13196239	13281120	0.042277	0.017922	0.009804	0.029247
NC_031965.2	13213141	13315352	0.077307	0.027036	0.016953	0.054108
NC_031965.2	13247524	13351207	0.066350	0.015767	0.011774	0.042811
NC_031965.2	13260285	13361933	0.141339	0.033509	0.024425	0.083072
NC_031965.2	13282397	13395128	0.290097	0.061859	0.045304	0.162310
NC_031965.2	13315618	13423875	0.323094	0.067067	0.044596	0.158104
NC_031965.2	13351938	13472304	0.366103	0.081150	0.055320	0.193086
NC_031965.2	13361934	13499198	0.236846	0.045572	0.032010	0.134134
NC_031965.2	13397854	13550849	0.045825	0.008858	0.005990	0.028357
NC_031965.2	13425898	13570399	-0.043850	-0.007933	-0.005757	-0.025681
NC_031965.2	13472363	13638523	-0.220571	-0.038473	-0.027936	-0.107125
NC_031965.2	13499855	13690432	-0.291813	-0.042809	-0.031150	-0.132624
NC_031965.2	13550852	13762774	-0.296664	-0.025793	-0.019945	-0.109107
