chr	windowStart	windowEnd	D	f_d	f_dM	d_f
NC_031965.2	1605033	1702942	-0.033878	-0.036167	-0.017423	-0.040473
NC_031965.2	1610105	1755659	-0.039935	-0.030274	-0.016578	-0.052723
NC_031965.2	1618088	1796989	-0.044281	-0.019612	-0.010350	-0.082814
NC_031965.2	1629157	1837274	0.156041	0.058431	0.032170	0.065114
NC_031965.2	1702945	1837737	0.018922	0.017243	0.010440	0.010162
NC_031965.2	1755682	1875774	-0.031428	-0.042648	-0.024356	-0.020439
NC_031965.2	1797005	1924355	-0.032949	-0.050383	-0.025624	-0.019712
NC_031965.2	1837281	2062841	-0.093089	-0.184231	-0.084175	-0.056646
NC_031965.2	1837755	2135309	-0.195500	-0.116423	-0.062294	-0.124886
NC_031965.2	1875860	2179209	0.164591	0.069663	0.041112	0.071749
NC_031965.2	1924367	2218204	0.155114	0.050293	0.030944	0.068280
NC_031965.2	2065120	2251554	0.357442	0.104690	0.068657	0.218872
NC_031965.2	2135310	2282914	0.568846	0.199295	0.130155	0.364942
NC_031965.2	2180507	2318457	0.226384	0.085041	0.050868	0.148150
NC_031965.2	2218205	2386077	0.332360	0.139450	0.083975	0.233527
NC_031965.2	2251792	2418956	-0.000103	-0.000054	-0.000026	-0.003493
NC_031965.2	2282921	2425387	-0.082993	-0.050819	-0.025017	-0.049767
NC_031965.2	2319115	2425821	0.143491	0.098363	0.052442	0.078738
NC_031965.2	2386081	2443753	0.022350	0.018394	0.009679	0.016947
NC_031965.2	2418958	2519015	0.221820	0.139631	0.080952	0.114366
NC_031965.2	2425418	2552099	0.172737	0.080917	0.043695	0.087231
NC_031965.2	2425827	2600087	0.064999	0.023889	0.012999	0.040367
NC_031965.2	2443768	2679663	0.007442	0.001635	0.000954	0.003318
NC_031965.2	2521244	2748434	-0.022844	-0.005572	-0.003145	-0.015751
NC_031965.2	2552515	2817137	0.093350	0.019987	0.011459	0.059427
NC_031965.2	2607700	2858268	0.012173	0.002685	0.001472	-0.027856
NC_031965.2	2679687	2979222	0.113283	0.024835	0.013888	0.040029
NC_031965.2	2751102	3014209	0.300299	0.059809	0.035428	0.156273
NC_031965.2	2818428	3075453	0.344587	0.087783	0.053301	0.210793
NC_031965.2	2858736	3132911	0.445416	0.107672	0.062287	0.301551
NC_031965.2	2979238	3220700	0.520436	0.148286	0.078856	0.383061
NC_031965.2	3014228	3292511	0.450054	0.125313	0.070471	0.305648
NC_031965.2	3075463	3294833	0.395604	0.111883	0.063505	0.244212
NC_031965.2	3133044	3352608	0.357153	0.097869	0.060204	0.202763
NC_031965.2	3221195	3393820	0.392724	0.121198	0.075605	0.191116
NC_031965.2	3292520	3480793	0.235914	0.097169	0.051680	0.134633
NC_031965.2	3294851	3504054	0.312159	0.132538	0.071557	0.221694
NC_031965.2	3360266	3504669	0.355619	0.200737	0.112840	0.282005
NC_031965.2	3403453	3513383	0.281372	0.201558	0.110450	0.220676
NC_031965.2	3493539	3558071	0.321884	0.206318	0.134164	0.196414
NC_031965.2	3504063	3701649	0.062762	0.033131	0.020815	0.048989
NC_031965.2	3504675	3727727	0.093926	0.058646	0.035267	0.050070
NC_031965.2	3513510	3728048	0.160250	0.109882	0.066851	0.091279
NC_031965.2	3563893	3731841	0.066951	0.063279	0.036614	0.042939
NC_031965.2	3701658	3734056	0.129103	0.190171	0.098613	0.079136
NC_031965.2	3727735	3742786	0.067386	0.106761	0.054355	0.038078
NC_031965.2	3728053	3769029	-0.035206	-0.071361	-0.034581	-0.022564
NC_031965.2	3731870	3770284	0.029669	0.092000	0.049867	0.013556
NC_031965.2	3734072	3772685	0.050148	0.147518	0.090041	0.025846
NC_031965.2	3742817	3773416	0.106463	0.294804	0.217174	0.059985
NC_031965.2	3769068	3773697	0.110620	0.350135	0.244180	0.063122
NC_031965.2	3770288	3774129	0.154678	0.442515	0.317956	0.088220
NC_031965.2	3772694	3774364	0.107364	0.323791	0.205321	0.069092
NC_031965.2	3773420	3774721	-0.018937	-0.124243	-0.056473	-0.007745
NC_031965.2	3773718	3775438	-0.063742	-0.471605	-0.221057	-0.025536
NC_031965.2	3774138	3775778	-0.080533	-0.734590	-0.274859	-0.033306
NC_031965.2	3774382	3776192	-0.026957	-0.197837	-0.106978	-0.010369
NC_031965.2	3774722	3776743	0.042564	0.175490	0.107066	0.023331
NC_031965.2	3775443	3777089	0.072545	0.250102	0.152424	0.036434
NC_031965.2	3775789	3777497	0.087188	0.278745	0.189085	0.040274
NC_031965.2	3776195	3779739	0.144734	0.306075	0.193110	0.071702
NC_031965.2	3776785	3780111	0.069638	0.177476	0.109031	0.037373
NC_031965.2	3777190	3783329	0.058458	0.136456	0.093511	0.033366
NC_031965.2	3777505	3785536	0.036788	0.085983	0.056592	0.026356
NC_031965.2	3779745	3786275	-0.030641	-0.126379	-0.079480	-0.014211
NC_031965.2	3780146	3790911	-0.040050	-0.174496	-0.105718	-0.025980
NC_031965.2	3783385	3792225	-0.016620	-0.083824	-0.040650	-0.015268
NC_031965.2	3785868	3793541	0.013960	0.078546	0.038238	0.001005
NC_031965.2	3786280	3794767	0.023632	0.098839	0.053679	0.002802
NC_031965.2	3790925	3795505	0.014912	0.075415	0.037448	0.001943
NC_031965.2	3792709	3805927	0.010691	0.057569	0.028672	-0.000445
NC_031965.2	3794008	3810600	0.040009	0.168759	0.081667	0.015905
NC_031965.2	3794806	3816023	0.080456	0.326642	0.168826	0.044062
NC_031965.2	3795531	3852672	0.139785	0.246278	0.142544	0.079593
NC_031965.2	3805961	3854522	0.122627	0.186687	0.110336	0.066249
NC_031965.2	3810620	3856094	0.032831	0.058346	0.032934	0.013321
NC_031965.2	3841945	3857025	0.012232	0.024490	0.013737	0.005194
NC_031965.2	3852678	3857693	-0.023721	-0.096217	-0.051218	-0.017106
NC_031965.2	3854560	3859083	0.013528	0.066665	0.036845	0.001900
NC_031965.2	3856096	3876078	0.041977	0.173657	0.118662	0.019119
NC_031965.2	3857027	3876545	0.029160	0.162222	0.103022	0.011376
NC_031965.2	3857730	3877036	0.040260	0.213835	0.133795	0.018495
NC_031965.2	3859602	3877304	0.014652	0.068783	0.045391	0.006186
NC_031965.2	3876126	3881048	0.006080	0.029233	0.019658	0.003086
NC_031965.2	3876549	3881344	0.016280	0.055471	0.041818	0.012988
NC_031965.2	3877037	3881668	0.004516	0.015847	0.012538	0.007222
NC_031965.2	3877320	3882028	0.043659	0.147795	0.112557	0.022923
NC_031965.2	3881050	3882404	0.049412	0.164042	0.118865	0.030239
NC_031965.2	3881355	3882774	0.037526	0.127097	0.085334	0.018758
NC_031965.2	3881673	3883300	0.047479	0.114374	0.076939	0.022940
NC_031965.2	3882036	3883751	-0.004802	-0.012406	-0.007633	0.001247
NC_031965.2	3882406	3889735	-0.027527	-0.070390	-0.039107	-0.013077
NC_031965.2	3882847	3962182	-0.090886	-0.105797	-0.049518	-0.033816
NC_031965.2	3883302	3981662	-0.159116	-0.144092	-0.063975	-0.063300
NC_031965.2	3883753	3987380	-0.225086	-0.195891	-0.084972	-0.104077
NC_031965.2	3907216	4078285	-0.174098	-0.151911	-0.067624	-0.095785
NC_031965.2	3966202	4131197	-0.033931	-0.020673	-0.011378	-0.026201
NC_031965.2	3981742	4185738	-0.024903	-0.013487	-0.008133	-0.011806
NC_031965.2	3987396	4264328	0.322852	0.125204	0.083163	0.212953
NC_031965.2	4078296	4265937	0.527821	0.236262	0.159845	0.420725
NC_031965.2	4131457	4296847	0.430551	0.248753	0.178892	0.325562
NC_031965.2	4196853	4303863	0.476528	0.308153	0.227429	0.314863
NC_031965.2	4264469	4304275	0.323096	0.287179	0.213434	0.171473
NC_031965.2	4265940	4305231	0.046733	0.042285	0.034530	0.017507
NC_031965.2	4298847	4323594	-0.029268	-0.027562	-0.017005	-0.015570
NC_031965.2	4303911	4325153	0.041393	0.047675	0.027071	0.017169
NC_031965.2	4304280	4341299	0.138142	0.114751	0.068811	0.072573
NC_031965.2	4305240	4358368	0.176037	0.124637	0.077305	0.089011
NC_031965.2	4323633	4431836	0.256524	0.160529	0.106681	0.135229
NC_031965.2	4325297	4442648	0.191380	0.098736	0.067026	0.098320
NC_031965.2	4341318	4486943	0.136501	0.074784	0.045864	0.070731
NC_031965.2	4362650	4487488	0.152041	0.093283	0.055541	0.078147
NC_031965.2	4433477	4537051	0.187780	0.121377	0.069631	0.086218
NC_031965.2	4442663	4634407	0.240264	0.090832	0.050210	0.110831
NC_031965.2	4486944	4734793	0.151061	0.042816	0.024468	0.070005
NC_031965.2	4490905	4755493	0.210662	0.053537	0.030624	0.102959
NC_031965.2	4537194	4811742	0.188541	0.041138	0.024642	0.107367
NC_031965.2	4640053	4837249	0.066480	0.023074	0.013209	0.043016
NC_031965.2	4737909	4891813	0.158229	0.070610	0.039085	0.083339
NC_031965.2	4761275	4902542	-0.052190	-0.024705	-0.012771	-0.075237
NC_031965.2	4817079	4903949	-0.147327	-0.130405	-0.056686	-0.125604
NC_031965.2	4837760	4908270	-0.148293	-0.154312	-0.062495	-0.124089
NC_031965.2	4902179	4912715	-0.217445	-0.424986	-0.153103	-0.159928
NC_031965.2	4902576	5003260	0.057266	0.028272	0.019959	0.036593
NC_031965.2	4905364	5025638	0.101245	0.040715	0.030043	0.052168
NC_031965.2	4908276	5066464	0.259851	0.074757	0.060057	0.148727
NC_031965.2	4912834	5068513	0.354602	0.083002	0.068134	0.190958
NC_031965.2	5003261	5177753	0.430646	0.118260	0.088228	0.259654
NC_031965.2	5025639	5201618	0.638612	0.143864	0.095821	0.419902
NC_031965.2	5066465	5224701	0.411406	0.110732	0.071046	0.246393
NC_031965.2	5076270	5277437	0.234595	0.056893	0.035246	0.142333
NC_031965.2	5178367	5305777	0.328788	0.092708	0.054951	0.212686
NC_031965.2	5201653	5317661	0.220570	0.079258	0.047775	0.131224
NC_031965.2	5229327	5326515	0.270627	0.123464	0.069778	0.169736
NC_031965.2	5278422	5411429	0.532861	0.381272	0.194679	0.371167
NC_031965.2	5305870	5470963	0.342658	0.198504	0.104004	0.244647
NC_031965.2	5318494	5475488	0.347903	0.197532	0.104695	0.210542
NC_031965.2	5326520	5484428	0.291444	0.169431	0.089161	0.165473
NC_031965.2	5411891	5512496	-0.044957	-0.029493	-0.015024	-0.016287
NC_031965.2	5470971	5564373	-0.089980	-0.048807	-0.028190	-0.043177
NC_031965.2	5475524	5600892	-0.024948	-0.010743	-0.006802	-0.004800
NC_031965.2	5485147	5638902	0.024168	0.007420	0.004600	0.032827
NC_031965.2	5512498	5724417	0.221027	0.074910	0.046888	0.142887
NC_031965.2	5564702	5779453	0.211004	0.114338	0.055186	0.155173
NC_031965.2	5600941	5824867	0.052415	0.027850	0.012147	0.047242
NC_031965.2	5643119	5836994	0.039510	0.025046	0.011247	0.031144
NC_031965.2	5724424	5860394	-0.136080	-0.092128	-0.037539	-0.122831
NC_031965.2	5784705	5884250	-0.187437	-0.112619	-0.053139	-0.156762
NC_031965.2	5824889	5917643	-0.200772	-0.157734	-0.075220	-0.141855
NC_031965.2	5837077	5918618	-0.200798	-0.199611	-0.086396	-0.132713
NC_031965.2	5860395	5920830	-0.089619	-0.126840	-0.059865	-0.051295
NC_031965.2	5884417	5954919	-0.143491	-0.208731	-0.074700	-0.079534
NC_031965.2	5917657	5971684	0.072765	0.066887	0.031238	0.032189
NC_031965.2	5918625	6017554	0.212713	0.106971	0.051850	0.108233
NC_031965.2	5920831	6045525	0.519951	0.220078	0.108408	0.332848
NC_031965.2	5955460	6071384	0.703851	0.300487	0.173157	0.509474
NC_031965.2	5974558	6102364	0.519777	0.286320	0.143563	0.435350
NC_031965.2	6018440	6133509	0.592615	0.403127	0.206497	0.546700
NC_031965.2	6045796	6143745	0.412464	0.354117	0.165973	0.356127
NC_031965.2	6074890	6174774	0.371281	0.336211	0.132329	0.289867
NC_031965.2	6102933	6213439	0.493015	0.390895	0.160938	0.332279
NC_031965.2	6133513	6267258	0.108232	0.062330	0.026847	0.059706
NC_031965.2	6143760	6325683	0.180331	0.065096	0.033025	0.096105
NC_031965.2	6174832	6398339	-0.358586	-0.099098	-0.056633	-0.165556
NC_031965.2	6214682	6478345	-0.309858	-0.075947	-0.045962	-0.125179
NC_031965.2	6267268	6504270	-0.198625	-0.041588	-0.025654	-0.059994
NC_031965.2	6327561	6504658	-0.193018	-0.048242	-0.029475	-0.053875
NC_031965.2	6400388	6505837	0.144365	0.051436	0.032406	0.037988
NC_031965.2	6481036	6517747	0.054715	0.014602	0.011251	-0.002027
NC_031965.2	6504283	6533571	0.013690	0.004281	0.003420	-0.011501
NC_031965.2	6504687	6557126	0.046594	0.006557	0.005713	-0.004226
NC_031965.2	6505863	6563875	0.109670	0.013017	0.011653	0.006991
NC_031965.2	6517748	6569597	0.261106	0.040138	0.035210	0.066430
NC_031965.2	6535283	6625805	0.381954	0.071136	0.060465	0.106983
NC_031965.2	6557130	6691081	0.315150	0.063639	0.055959	0.081199
NC_031965.2	6563876	6811967	0.381711	0.074979	0.062746	0.105243
NC_031965.2	6569607	6861987	0.179083	0.039456	0.029155	0.064084
NC_031965.2	6625808	6910470	-0.355741	-0.110515	-0.070531	-0.165068
NC_031965.2	6712704	6959661	-0.478261	-0.317699	-0.131895	-0.365425
NC_031965.2	6815079	7046268	-0.695313	-0.475421	-0.190741	-0.567786
NC_031965.2	6865163	7140101	-0.740055	-0.439597	-0.195097	-0.626441
NC_031965.2	6911768	7202405	-0.596872	-0.246713	-0.126312	-0.455241
NC_031965.2	6959662	7281183	-0.547404	-0.155991	-0.090689	-0.395448
NC_031965.2	7050908	7311813	-0.397515	-0.126119	-0.072394	-0.290225
NC_031965.2	7144451	7364398	-0.508073	-0.191695	-0.104686	-0.370838
NC_031965.2	7203997	7406541	-0.556997	-0.247024	-0.127140	-0.440109
NC_031965.2	7281655	7426441	-0.526368	-0.242832	-0.126038	-0.419813
NC_031965.2	7311815	7445373	-0.597167	-0.305593	-0.147585	-0.480968
NC_031965.2	7367448	7453508	-0.671338	-0.638286	-0.231754	-0.509085
NC_031965.2	7406544	7453944	-0.807939	-2.765743	-0.410790	-0.575581
NC_031965.2	7428022	7460314	-0.918046	4.198737	-0.680164	-0.639673
NC_031965.2	7451899	7508916	-0.852072	-2.098453	-0.416828	-0.609562
NC_031965.2	7453540	7535325	-0.711755	-0.651779	-0.250857	-0.544013
NC_031965.2	7453979	7576569	-0.317786	-0.133579	-0.071840	-0.263122
NC_031965.2	7462979	7655607	0.569966	0.136081	0.084113	0.501036
NC_031965.2	7508942	7723884	0.466687	0.142520	0.081714	0.380873
NC_031965.2	7536462	7745515	0.428094	0.136388	0.079886	0.318123
NC_031965.2	7576603	7777130	0.287318	0.101730	0.056539	0.214655
NC_031965.2	7659307	7780736	-0.105933	-0.047956	-0.027433	-0.085894
NC_031965.2	7723888	7782100	-0.152767	-0.091097	-0.049328	-0.121872
NC_031965.2	7745541	7782813	-0.057721	-0.074800	-0.032489	-0.071741
NC_031965.2	7777394	7783977	0.013833	0.026021	0.013234	-0.035699
NC_031965.2	7780738	7889989	0.122468	0.118566	0.062570	0.038431
NC_031965.2	7782103	7995245	0.271748	0.111147	0.070147	0.146475
NC_031965.2	7782841	8043211	0.336566	0.095191	0.057181	0.185894
NC_031965.2	7783983	8124463	0.488839	0.084817	0.051927	0.271853
NC_031965.2	7893742	8180697	0.353092	0.060917	0.037209	0.227372
NC_031965.2	7996017	8211110	0.353632	0.076661	0.045652	0.235929
NC_031965.2	8057968	8258828	0.254425	0.063492	0.040109	0.185313
NC_031965.2	8124487	8300551	0.265417	0.083671	0.054666	0.189829
NC_031965.2	8180698	8311734	0.200641	0.079909	0.054515	0.071800
NC_031965.2	8215668	8398712	0.031337	0.012872	0.008344	-0.021407
NC_031965.2	8260492	8433388	0.071460	0.030920	0.019028	0.003593
NC_031965.2	8300558	8471950	-0.084860	-0.034892	-0.020949	-0.062039
NC_031965.2	8311751	8506709	0.041673	0.012643	0.007996	0.023554
NC_031965.2	8399030	8578069	-0.058890	-0.017032	-0.010594	-0.021881
NC_031965.2	8433389	8650313	-0.093594	-0.023139	-0.014558	-0.059429
NC_031965.2	8471954	8710162	0.005850	0.001718	0.000980	0.006431
NC_031965.2	8506732	8733807	-0.028305	-0.010153	-0.005697	-0.016940
NC_031965.2	8578074	8804428	0.096491	0.044022	0.023022	0.071514
NC_031965.2	8650415	8822602	0.073157	0.043775	0.022643	0.048509
NC_031965.2	8710180	8834887	0.010149	0.009898	0.005150	0.011200
NC_031965.2	8735817	8850884	0.044236	0.049385	0.024054	0.026366
NC_031965.2	8804437	8863609	-0.045443	-0.054009	-0.032095	-0.023513
NC_031965.2	8832442	8864302	-0.017988	-0.033556	-0.019941	-0.012174
NC_031965.2	8834938	8864881	0.001678	0.002679	0.001834	-0.003217
NC_031965.2	8850885	8938314	-0.056769	-0.032896	-0.025872	-0.029705
NC_031965.2	8863613	8966244	0.025569	0.006719	0.006074	0.009154
NC_031965.2	8864307	8966566	0.015724	0.004493	0.004008	0.003925
NC_031965.2	8864884	9032034	-0.119284	-0.026407	-0.021742	-0.050519
NC_031965.2	8938320	9048828	-0.085492	-0.020162	-0.016348	-0.032602
NC_031965.2	8966252	9049297	-0.125674	-0.053429	-0.036278	-0.056316
NC_031965.2	8966583	9131832	-0.002237	-0.000432	-0.000326	-0.000342
NC_031965.2	9035127	9207346	0.274650	0.042361	0.031471	0.087521
NC_031965.2	9048830	9261253	0.224504	0.030255	0.022629	0.071852
NC_031965.2	9049306	9342443	0.290465	0.026447	0.019026	0.072581
NC_031965.2	9134958	9416397	0.230488	0.021870	0.014616	0.060790
NC_031965.2	9213050	9499286	0.535663	0.070794	0.047068	0.201224
NC_031965.2	9261259	9566888	0.543735	0.093870	0.058433	0.229377
NC_031965.2	9348095	9609367	0.622899	0.143818	0.091780	0.348618
NC_031965.2	9423477	9660181	0.653379	0.168172	0.103269	0.442188
NC_031965.2	9499359	9728385	0.547941	0.093138	0.061167	0.296651
NC_031965.2	9566908	9779120	0.557957	0.084396	0.059515	0.300784
NC_031965.2	9609368	9786193	0.309094	0.044747	0.031525	0.133627
NC_031965.2	9660200	9826689	0.237050	0.037805	0.027293	0.100789
NC_031965.2	9728400	9928891	-0.026665	-0.004523	-0.003305	-0.032501
NC_031965.2	9779179	10010273	-0.142212	-0.027559	-0.019833	-0.084819
NC_031965.2	9786199	10061736	-0.116606	-0.018521	-0.013488	-0.081914
NC_031965.2	9829404	10111800	-0.157678	-0.021624	-0.016011	-0.095972
NC_031965.2	9933539	10195304	0.048793	0.006896	0.004939	0.023916
NC_031965.2	10010298	10247222	0.316995	0.040745	0.028873	0.130794
NC_031965.2	10070140	10306190	0.381523	0.049594	0.035696	0.159133
NC_031965.2	10111801	10352907	0.620907	0.089386	0.064422	0.281196
NC_031965.2	10195998	10379506	0.624152	0.100643	0.073429	0.315052
NC_031965.2	10247294	10401184	0.378103	0.067100	0.051330	0.236350
NC_031965.2	10313751	10432755	0.261476	0.071017	0.045132	0.201632
NC_031965.2	10354330	10448049	0.378924	0.165222	0.094435	0.350518
NC_031965.2	10380168	10463482	0.419978	0.211881	0.117872	0.398950
NC_031965.2	10401215	10491474	0.301476	0.169462	0.087280	0.266181
NC_031965.2	10432837	10519386	0.274845	0.140475	0.077659	0.224934
NC_031965.2	10448949	10579291	0.216123	0.076349	0.045266	0.163956
NC_031965.2	10464615	10611638	0.070149	0.021903	0.013520	0.042060
NC_031965.2	10492512	10661086	0.348844	0.090984	0.059911	0.218763
NC_031965.2	10520033	10747568	0.251200	0.060499	0.039466	0.149305
NC_031965.2	10581391	10785053	-0.219387	-0.059772	-0.040182	-0.104953
NC_031965.2	10611804	10814722	-0.245605	-0.054791	-0.037493	-0.130962
NC_031965.2	10661089	10817510	-0.323810	-0.082327	-0.055287	-0.173640
NC_031965.2	10750485	10817923	-0.035021	-0.015241	-0.011309	-0.005139
NC_031965.2	10785217	10865503	0.215602	0.066988	0.050849	0.108888
NC_031965.2	10814723	10901898	0.280039	0.106638	0.069553	0.156921
NC_031965.2	10817511	10928520	0.246272	0.090337	0.057384	0.164500
NC_031965.2	10817927	10962827	0.281193	0.082146	0.050166	0.226069
NC_031965.2	10866359	11036525	0.264020	0.061279	0.039299	0.204568
NC_031965.2	10904678	11072410	0.070919	0.013766	0.009461	0.050834
NC_031965.2	10932122	11154959	0.087076	0.010700	0.007897	0.046986
NC_031965.2	10969268	11207215	0.104043	0.010924	0.008856	0.046856
NC_031965.2	11043251	11310153	0.215041	0.021294	0.016520	0.094531
NC_031965.2	11072424	11388347	0.538457	0.043415	0.032854	0.192111
NC_031965.2	11160720	11406735	-0.035139	-0.005421	-0.003771	-0.018750
NC_031965.2	11212541	11416711	-0.207799	-0.048007	-0.031763	-0.136031
NC_031965.2	11312102	11428635	-0.163525	-0.062999	-0.040233	-0.132477
NC_031965.2	11388349	11460716	-0.138930	-0.063852	-0.042004	-0.104398
NC_031965.2	11406737	11495057	-0.044166	-0.015327	-0.011382	-0.037339
NC_031965.2	11417627	11547031	0.235264	0.038177	0.033333	0.098619
NC_031965.2	11428703	11600562	0.316229	0.027134	0.024064	0.095698
NC_031965.2	11464142	11631560	0.149856	0.015187	0.012851	0.055011
NC_031965.2	11495079	11731811	0.098988	0.010288	0.008543	0.033785
NC_031965.2	11549727	11804112	-0.081426	-0.009065	-0.006922	-0.029509
NC_031965.2	11602077	11859844	-0.028132	-0.002936	-0.002211	-0.011441
NC_031965.2	11677170	11906639	-0.059128	-0.006438	-0.004679	-0.027666
NC_031965.2	11731818	11914630	0.012194	0.002028	0.001326	0.003513
NC_031965.2	11810473	11964888	0.124579	0.025733	0.015711	0.060214
NC_031965.2	11860366	12014239	0.097041	0.026024	0.014596	0.054114
NC_031965.2	11906789	12023781	0.158375	0.059093	0.032565	0.103097
NC_031965.2	11915361	12049132	0.139203	0.048208	0.027075	0.085845
NC_031965.2	11966455	12091082	0.006364	0.002231	0.001220	0.004489
NC_031965.2	12015010	12124332	-0.104375	-0.038683	-0.021860	-0.066080
NC_031965.2	12023782	12174040	-0.378460	-0.089954	-0.055625	-0.220159
NC_031965.2	12059540	12215890	-0.369684	-0.081484	-0.053064	-0.207141
NC_031965.2	12091518	12308981	-0.364988	-0.058189	-0.043929	-0.204885
NC_031965.2	12124969	12368206	-0.305931	-0.039027	-0.030822	-0.144698
NC_031965.2	12177480	12443982	-0.033813	-0.002857	-0.002376	-0.012092
NC_031965.2	12216221	12490087	0.045266	0.002796	0.002453	0.014581
NC_031965.2	12315236	12494615	-0.023039	-0.002370	-0.002048	-0.011418
NC_031965.2	12368252	12538527	0.021655	0.002104	0.001790	0.008468
NC_031965.2	12444172	12554791	-0.128424	-0.011874	-0.010223	-0.045813
NC_031965.2	12490103	12586647	-0.218265	-0.028089	-0.022522	-0.069273
NC_031965.2	12494626	12619107	-0.076370	-0.007333	-0.005918	-0.023105
NC_031965.2	12538799	12651044	-0.518125	-0.113565	-0.087103	-0.265249
NC_031965.2	12557984	12661182	-0.216975	-0.080980	-0.059118	-0.142898
NC_031965.2	12586651	12692138	-0.251128	-0.100107	-0.072899	-0.165418
NC_031965.2	12620473	12727664	-0.238317	-0.098914	-0.069211	-0.170418
NC_031965.2	12654396	12779046	0.086962	0.021895	0.015967	0.049639
NC_031965.2	12661193	13054562	-0.176529	-0.019822	-0.016259	-0.090884
NC_031965.2	12692670	13089750	0.041764	0.005909	0.004722	0.026760
NC_031965.2	12728509	13105339	0.109870	0.014096	0.011526	0.069784
NC_031965.2	12779047	13151180	0.249550	0.038930	0.031845	0.156874
NC_031965.2	13054564	13163866	0.011831	0.004527	0.002856	0.008308
NC_031965.2	13089794	13206840	-0.214217	-0.076110	-0.044165	-0.129575
NC_031965.2	13106052	13212689	0.008941	0.003769	0.002273	0.006215
NC_031965.2	13151793	13239177	0.003506	0.001603	0.000956	0.002340
NC_031965.2	13163887	13256932	0.110039	0.051777	0.030661	0.072293
NC_031965.2	13207553	13268829	0.195072	0.108941	0.058610	0.130240
NC_031965.2	13212825	13324372	0.056318	0.019212	0.011535	0.037159
NC_031965.2	13239871	13358599	0.043232	0.009906	0.006687	0.029984
NC_031965.2	13258120	13384956	0.050876	0.009905	0.007145	0.032090
NC_031965.2	13268837	13414549	-0.023436	-0.004434	-0.003285	-0.013246
NC_031965.2	13324395	13438457	-0.026680	-0.006509	-0.004625	-0.016328
NC_031965.2	13358613	13461343	-0.137959	-0.041891	-0.027877	-0.092751
NC_031965.2	13384961	13482549	-0.132217	-0.042627	-0.027468	-0.094434
NC_031965.2	13415326	13501119	-0.097747	-0.033659	-0.021170	-0.068620
NC_031965.2	13438700	13529055	-0.187092	-0.060864	-0.040150	-0.132079
NC_031965.2	13461390	13570319	-0.018560	-0.005928	-0.003920	-0.012273
NC_031965.2	13482551	13624335	0.021356	0.006316	0.004306	0.011923
NC_031965.2	13505305	13648655	-0.009028	-0.002299	-0.001778	-0.005870
NC_031965.2	13529057	13700166	0.284777	0.033699	0.028722	0.125009
